"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
4.34682290486043,3.2869837664304,3.26884120054882,2.31785042714384,2.87161271259383,2.11957923803218,2.10746824224161,1.74465290820534,1.32590127330432,1.46528090173541,1.32584410256794,1.45983498173217,0.286950258129643,0.313372925458349
4.03827046739308,3.18672256609438,3.41278481408052,2.61876880616971,2.59087142262924,2.2265522270181,2.45446873370193,2.16266358160919,1.56993065396004,1.77852225334843,1.57057594347322,1.77201899297142,0.516719065598015,0.613345698788097
4.41527640522808,3.14849896854942,2.9109928752464,1.97678770682552,2.82154778414269,1.93447321339071,2.68841924826602,1.8716915226112,1.69331053747474,1.62662094644642,1.68342963717365,1.60624118441702,0.660194403954016,0.660223976953006
4.34365259822817,3.03948781528162,2.85453261188186,1.89924937369923,2.34798416684935,1.66460000870481,2.07579832779311,1.54004696924884,1.30519755339998,1.30663021826726,1.30194805288811,1.29710679132093,0.47293683045014,0.502524810651944
5.06490276055765,3.45990647149069,3.63021378536069,2.3996931470354,2.51019011698418,1.87381522365644,1.79906749319726,1.54963815085886,1.14159052256675,1.26956715070354,1.14071372337095,1.26417465403609,0.579747548093162,0.686847293049594
4.71041673784212,3.26699266878878,3.4418542700485,2.30907006934492,2.41419832132006,1.83057499613205,1.85410877158029,1.57692131487518,1.17573989158046,1.29345468996519,1.17502620498641,1.28796131218349,0.525579795833355,0.621309001419815
4.42841666993654,3.15506246234632,3.1923765767363,2.18830893259393,2.48411795949968,1.85267337401953,2.07040981339942,1.6599782276603,1.3097321084303,1.39004013206597,1.30792986722921,1.38232694469786,0.534844799143664,0.606953507808998
4.124677900222,3.43506468786443,3.39994992475111,2.70879806091182,3.03764991990766,2.52730273960828,2.65720218940322,2.33919997517025,1.69594658161036,1.94574797480385,1.69695305753074,1.93896381905314,0.432697007352429,0.500641134642676
5.06624668997993,3.39662597145735,3.40119311422741,2.18195081484762,2.54309093078864,1.77948827604904,2.44157577105816,1.73249363054114,1.53806758580008,1.49175110910225,1.53037152015662,1.47558958741917,0.698630854184732,0.703286036742375
4.55359685782323,3.2425202898651,2.76013152004007,1.82857603194867,2.43358872802892,1.6751320295824,2.15623828588268,1.54592284780176,1.35077744886546,1.3287985292219,1.34667992261584,1.31801735610446,0.407601071343137,0.419355104367852
4.22848736715177,3.37624822155122,2.93583612785597,2.24021749199214,2.58237412152939,2.07562041869908,2.40216803653948,1.99259874431276,1.53202217072289,1.6516742464559,1.53146016833746,1.64340875589063,0.593105934108083,0.677673526073276
4.19199277254894,3.17529151795116,3.55951222929588,2.60162554933852,2.66754639790716,2.16000008457307,2.41130956218949,2.03555774475302,1.52819058726944,1.70142021795807,1.52854377271149,1.69490739700797,0.361017743517978,0.407917226335884
5.47357678996378,3.33512347830402,3.58814095461375,2.05387760842858,2.70313613793651,1.63679070895042,2.66451294332201,1.61872773133846,1.65248433968488,1.45956741785801,1.62863012852911,1.42649629878032,0.439724819484874,0.391192792698466
4.35842363795854,3.48513613311224,3.81165473713682,2.97927845369231,2.67666780041181,2.39789871302924,2.4732218525778,2.29580678375023,1.59002590989786,1.90312396593071,1.59036721535418,1.896579340039,0.648958312353826,0.82585451343876
4.7488355907025,3.28472904161156,3.73087647030606,2.49440521133411,3.44344805573638,2.35584380078932,2.52630248374044,1.92184030401631,1.59968042148264,1.63014443483889,1.59683401443017,1.61867734188946,0.61358818352736,0.647699486624892
5.54385453329753,3.39441675871638,3.68788894959236,2.13250839852772,2.91128204967645,1.76561207056402,2.57402752975887,1.6077540607468,1.60024584287917,1.43782403003135,1.58081105066318,1.40975526675807,0.544955554265594,0.494615482275332
4.53095011810582,3.46626468816677,3.48436985790621,2.51466188583168,3.25460199644429,2.40078276166247,2.43171189897776,2.00030730500096,1.53742299189854,1.67646796079818,1.53771754429834,1.66944264202201,0.338082840954825,0.362705225729073
4.16957967600065,3.158823783252,2.88862156688146,2.04821276709293,2.41225310140189,1.82541469646297,2.3136898151919,1.77979329474754,1.45716922458317,1.50054015557941,1.45631242639915,1.49274878886469,0.365138609005255,0.379280790022334
5.45027842617782,3.22061086176152,3.37847407247426,1.89228686999542,2.52908740819738,1.49719302373277,2.27198854438547,1.37825122449803,1.40617249061373,1.24223688319778,1.37653233756947,1.20686235278453,0.622161040725303,0.558843378519805
4.68649659278663,3.48756024397839,3.43092334936491,2.38773408141176,3.18739956798217,2.26690133179225,3.12206128001089,2.23462209348808,1.96477160570136,1.95124731648536,1.96023933103928,1.93456113461403,0.48221400189871,0.461258064457612
4.06221048458237,3.42825815789999,3.6167885227961,2.98705756593007,3.09737587412491,2.71946753750277,2.76881830496585,2.55252230994608,1.78590181531394,2.12403398683891,1.78667700729857,2.1163976782623,0.673706865777389,0.842723967537593
4.28043073592773,3.13704198141836,2.99929759627476,2.13000177170311,2.8995692838912,2.08054060794083,2.36780484869906,1.81839494215592,1.49937554335818,1.56609966996164,1.49073946702745,1.54928260036493,0.919731002620214,0.989022182783399
4.20518270673156,3.26372919917124,2.70550119362171,2.03352349078305,1.93379129845535,1.67388250041182,1.64584249646132,1.5422698044917,1.04819335783426,1.24601748067964,1.04788232542819,1.24188067191895,0.562322037784344,0.721764980667008
4.15602604471287,3.48710031355038,3.6484617293834,2.98017517748126,3.25579350458038,2.77821756527143,3.16670598370119,2.73276433718976,2.03681213647251,2.3069286561132,2.03729632136133,2.29600085380958,0.708528724213663,0.817587198076174
4.17148259018832,3.14903889332108,3.14073042168039,2.26247186499758,2.92208598272938,2.15685070124147,2.55900248255393,1.98311093091135,1.61941327590321,1.68332779756479,1.61762235714697,1.67298172598591,0.512727163015688,0.550051219327377
4.3462829533788,3.08602979942209,3.40317669468105,2.32493773458317,2.65816119525053,1.95836260798097,2.56693733607563,1.91393773651395,1.61911227062093,1.65264641597012,1.61449977029825,1.63935446312364,0.54695892500071,0.583879183171732
4.29020174945008,3.06575751616624,3.61808284015324,2.49945809838424,3.2947343749859,2.34265688180106,2.71214663245109,2.06443723791833,1.71366034785897,1.75475584339936,1.71252974918605,1.74427482118063,0.397052420366967,0.40668619449423
5.01805840415464,3.21994977942541,3.6115254429009,2.23133540196194,3.27917236983868,2.06995934299167,2.60742002183898,1.74612570100073,1.63330406547297,1.54819460748108,1.61437759212957,1.52029995716569,0.794953035985317,0.773268369960237
5.07718489526617,3.19676213241045,2.72428579297585,1.63093199179843,2.2593189098313,1.41776500126115,2.0216485030066,1.30934764827801,1.25770242063943,1.15174920970301,1.23989089356392,1.12859912968673,0.703901915629363,0.661109093995543
4.76694763687295,3.06817281681251,2.34280618989525,1.42376989102582,1.45606882886196,1.01978677155846,1.17575912747971,0.893572279103441,0.731764841848252,0.75170973389642,0.728731679553132,0.746102495421084,0.388787716545937,0.421430487392813
4.00608347167353,3.34676151477245,3.2257334283704,2.58969886383667,3.10880226035715,2.53063747310872,2.83955362054402,2.39548529018309,1.815595461845,2.02238521424026,1.81519802382525,2.01238289438468,0.654149361375217,0.750666535103892
4.83945638414606,3.06333381596503,3.55989599212163,2.15425464644665,3.43702233638132,2.09625663222821,2.72299910859682,1.76253029702424,1.70225894218479,1.55447573739727,1.68994260994297,1.53207258004301,0.48466497889403,0.451709874089068
5.02394057490983,3.40449690198233,3.90956342106009,2.53489858610326,2.82515553835364,2.02477888012385,2.74600854270421,1.98830307032324,1.73234473967084,1.69672204422494,1.72968687802435,1.68410404262579,0.487083834653341,0.4760070667447
4.29263943577225,3.11805358184776,3.33963888511107,2.34342522889187,3.11546884867521,2.23778889463143,2.49867343314554,1.95140837600673,1.58584977917298,1.63838058400526,1.58433692648654,1.62871671999209,0.580785347887785,0.624617982141896
5.03065193330832,3.40191825823225,3.74246262614053,2.43149164910251,2.72471578040832,1.93686860244743,2.63360517286137,1.89320662901904,1.66066929595387,1.64137339601912,1.65268971879895,1.62346370251572,0.681482742550809,0.697026956205505
5.26532118308953,3.42626875550132,3.53196087813641,2.22926374079219,2.78433472626147,1.87327268167865,2.61876926525046,1.79504426123223,1.64907854742275,1.57219677908291,1.62865524357857,1.54286151020386,1.10311903523491,1.06726781177585
4.30339323064645,3.01162667463996,3.25961116703702,2.18133909353924,2.69282880549144,1.91095359295249,2.40941140884634,1.77736176699155,1.51586500528607,1.52221626519751,1.5129163952514,1.51180122039453,0.455786164033047,0.471230179550097
5.33239411431087,3.37401048883334,2.54802058346668,1.4720752771639,1.72181779365746,1.10304784997397,1.64998518648126,1.07134296512865,1.02267912064492,0.931395574496555,1.01617402057212,0.920463087456977,0.297876757491171,0.281370533105598
4.8944324250281,3.27992647091865,3.57178082300242,2.25781645241524,3.330681561468,2.1451758997387,2.72731174597675,1.86721320570281,1.7105009089109,1.61093900285448,1.70665297550547,1.59727479391735,0.36881679253916,0.335468693497105
5.28562028199439,3.31889678772056,2.86703079919025,1.67047979086614,1.59905175412814,1.10358591590534,1.45870581616882,1.04210859538728,0.907696679380749,0.882603870681541,0.905213464180611,0.876708984260338,0.285324955196019,0.295185801315939
4.70615625599995,3.31173908201129,3.85308947557742,2.6220316581645,3.82152197209079,2.60625155357634,3.43554984147732,2.41434176904471,2.17303255967919,2.12115143747873,2.16278100718258,2.0955718928078,0.774104723338325,0.758267040531153
4.70168279808949,3.45376339295404,3.07074564535095,2.13420265369283,2.69348680541524,1.95613247187154,2.12602467732831,1.69255501971393,1.34417789479647,1.4158684036216,1.34268689226239,1.40808225152065,0.532154655338483,0.588225537517988
4.64977180942833,3.02643825950526,3.38084265336211,2.11925863900154,3.19766083994837,2.03302257084389,3.03785404887085,1.95809920679704,1.90628707265326,1.73286083909929,1.88625473460028,1.70039923367471,0.726085063658302,0.67706712334531
4.01089250548313,3.15484207225071,3.55774752584594,2.72307378527575,2.69815700510045,2.29354317966171,2.41769303304236,2.15613816498717,1.53870955385955,1.78537510607016,1.53957917257334,1.77966636132632,0.403146620759118,0.471130061870026
4.29775763165989,3.04050358840681,2.49644244020119,1.65215145413213,2.2836689672411,1.55593107115524,1.91459742090001,1.39065874007735,1.19940816972154,1.17785183239792,1.19663303884037,1.16969573190818,0.392988516376632,0.407238320144976
4.74282886294697,3.10283007065252,3.19581536378746,1.97099264698523,2.91989799160792,1.84145875094546,2.49473703012755,1.64357404840594,1.55745286418933,1.44254791377837,1.5482604728271,1.42468038403476,0.462045947222894,0.431309342717743
4.32085946128664,3.43518502918934,3.15425818977183,2.38623302252061,2.66002460427771,2.13822303022827,2.37628419946186,1.99745392932429,1.51128433167596,1.68356859353193,1.51002357000219,1.67495416464373,0.569602700999449,0.677061755150372
4.86732378320805,3.16800384627221,3.64930695747771,2.25344509686668,3.12052055269861,1.99585645891269,2.75352541605827,1.81870898520106,1.7184180099341,1.61497705057016,1.70816487386269,1.59474948226575,0.345967683215971,0.327265493113117
4.36107477784724,3.08888929573263,2.66396707553357,1.76830431475256,2.42143207610614,1.65527611502662,2.01736736949451,1.46875237669494,1.26421853567849,1.25418550669659,1.26068924959201,1.24466914735195,0.416076411392326,0.434582522280168
5.12815576008924,3.49162016262914,4.02798785362692,2.6626158007629,3.25234531201985,2.27993077296279,2.62601069932252,1.97585317916909,1.66490767875163,1.69897000887364,1.65843804918551,1.68331190958551,0.798168925483742,0.848549291441301
4.5669348368633,3.31001944143287,3.83810194481009,2.70760493789711,2.81646399871223,2.19705190850299,2.61429633413908,2.09769862200244,1.66196143152409,1.78339481756588,1.65962394592295,1.77243117007522,0.683033179839376,0.760242187751492
4.61452913127214,3.36844294118965,3.02594549310925,2.14425301848115,2.4818977447253,1.89039364963454,2.32854878283688,1.81961979472985,1.48123396955794,1.53146036552949,1.47673636828225,1.51931943190568,0.859249406566491,0.924382985185081
4.31120566118198,3.12603313507158,2.55248330129652,1.81304869844577,2.42087274195492,1.75175907547936,2.20801667394098,1.65306863852159,1.39770780099658,1.4076408834298,1.3884398249516,1.39114989331115,0.981525444735603,1.0115128577684
4.91430616729477,3.32798489536612,3.26410830261247,2.04617778440827,3.18434641725434,2.00707751650036,2.67415887953475,1.75847445096336,1.66541839835703,1.56673507222472,1.65442480903365,1.54575480222824,0.300205754034655,0.281229125014979
5.07253866170613,3.24745165839746,3.3325864856708,1.98771349482139,2.80200699678179,1.73709732649542,2.16618225345256,1.44067593106625,1.34766669346743,1.26240490608265,1.34162370490805,1.24971013148858,0.256738049993537,0.242664901431766
4.48680034249109,3.49721808039563,3.46897588132369,2.58656842331237,2.99236949111127,2.34650920668382,2.85360258339597,2.27726701805329,1.81617705083698,1.94438514985418,1.81388860178857,1.93144108051176,0.681253031635416,0.749344192190795
4.58247192786184,3.38322420516964,3.69800116074512,2.63299844442781,2.48207702231511,2.02158096086445,1.78601450937684,1.68074029632319,1.13384699769683,1.37563289515973,1.13397607794121,1.37190945492653,0.400294032212577,0.532480984103919
4.74385400322708,3.09520089045595,2.45691631588179,1.46101019608828,1.53498503860055,1.03761998424362,1.28547947428715,0.924686440273318,0.796803708925408,0.788985752554405,0.794769849107012,0.78409796308868,0.173428518682622,0.18111941363647
4.56948199945055,3.20339730338786,3.00112180219566,1.97349717548583,2.90243287925323,1.92746458128067,2.84634150774599,1.90136494103196,1.78614130482378,1.66074892863505,1.77713549381233,1.64029301414141,0.459978877401334,0.439672362562189
4.32409847024155,3.32555697425148,3.58726870821319,2.66029703052386,2.80171079109058,2.27148855292397,2.29778603768082,2.02762228824916,1.46223426467246,1.67646492009097,1.46276767261617,1.67065455544713,0.404776066244132,0.489300671902029
5.31562000669017,3.49577430523943,2.71444417188195,1.63995108300288,2.05941641431009,1.33798509757729,1.88424053644903,1.25805308481859,1.17172711195371,1.09561772760699,1.16385703089341,1.08201497569649,0.413574555626971,0.397955507993624
4.7008941044337,3.123222508122,2.70340371654339,1.68685743835027,2.64354049000495,1.65879501150127,2.24971445076863,1.47495633378057,1.40202452254458,1.30050841917757,1.38807073667595,1.27933175358089,0.572112675578778,0.546155899887176
4.30183878935122,3.18087610073576,2.78440293096555,1.95743420067252,1.97048074217074,1.58032247619034,1.74298514391467,1.47690613600818,1.10095369681705,1.21441141068917,1.10035951726427,1.20946308672644,0.428605485795255,0.512150436725979
4.32503695399847,3.17616866276674,3.65671466465127,2.61951055050845,2.55330483413628,2.07281773652221,2.1395590551706,1.87225119197453,1.36166789921627,1.55504063645415,1.36121865858043,1.54899282573649,0.523270726256029,0.645375945668864
4.08692838255675,3.18001436142583,2.95785859925436,2.23249439134205,2.86352188942101,2.18674543711373,2.77533555943864,2.14408952621621,1.7692933527955,1.83292082635888,1.7635303938262,1.81694539736461,0.926138071108744,0.993299236545645
4.07233127954351,3.21346617564624,2.97062237444279,2.25043923773945,2.85350657958688,2.19570672714731,2.65889071144329,2.10529890872054,1.69447244514349,1.76568496560503,1.69306168840434,1.75502809529749,0.636719753064829,0.694428417630406
4.46047318166393,3.2977592822072,3.57501896275554,2.57805896645271,2.97215159878233,2.27803087145724,2.89272403204141,2.23885019198274,1.84497895100156,1.92399119538275,1.83845182130967,1.90625650478696,0.9734308380614,1.04422740760701
4.61179857951311,3.35549823668184,3.76670984099647,2.66057889393338,3.04403672934923,2.29941788358496,2.45950281968936,2.01228802591157,1.56401358251544,1.70119035907299,1.56208903240229,1.69171627005708,0.676823664208968,0.768358082182928
4.63766362516472,3.10909309475674,3.3332835156969,2.15682526823746,2.73341111300397,1.87514261686822,2.70124221424921,1.86016446192962,1.70208377050362,1.61663600909378,1.69078838979738,1.59503241046329,0.756207794949876,0.741558083509781
4.01488172562723,3.19624937695659,2.9453772093385,2.24974724698118,2.23647852891936,1.91783071964593,2.04837925898436,1.83126330336293,1.30481978909456,1.49506814060691,1.30504043194694,1.49008075625,0.50320446553574,0.613125182342635
4.89608845797019,3.47435435868415,4.04302200666862,2.77511629418429,3.37847119074777,2.44674934705554,3.23142860103943,2.3749905177063,2.05112897682788,2.05234200711432,2.04625555744824,2.03391198109847,0.659320851244404,0.671431654950473
4.3175808668706,3.12329720769588,3.06494173897689,2.08959669430559,2.99571980048395,2.05744209057886,2.67652007791249,1.9101913485644,1.68507944963385,1.63467688970316,1.68223401084766,1.62236895053746,0.386882952536024,0.380418160103602
4.62518608074761,3.2414338357473,3.85900005994517,2.60238451935936,3.64823526862711,2.49842945449475,3.14921182880708,2.25494535023049,1.98551964981422,1.95674800170078,1.98192342323079,1.94063225337454,0.396339063658021,0.381489511599459
4.66344079561631,3.31754498192812,3.78728827037094,2.60111730946809,3.19272380620796,2.30547954111735,3.02513208974742,2.22299679426429,1.91479544286379,1.92870702984751,1.90916589402724,1.91122206560775,0.635717228720397,0.657835290242623
4.23769290152524,3.45554497436954,3.08618916987844,2.39357855946448,3.00901801715799,2.35727134734089,2.47037862738134,2.10696219998506,1.57720546468066,1.73639665861585,1.57759451468417,1.72940803893552,0.513158762658441,0.590816271187744
4.52471622222239,3.49719364687071,3.17249732030296,2.31923841502372,3.03724302276287,2.25350710495038,2.67547400457225,2.07911006827502,1.69774805808353,1.76712729647304,1.69553115190977,1.75557146328758,0.564885987829582,0.615539774115868
4.84974796370842,3.49562073005888,3.42923982693691,2.37587121514354,2.65807207048983,2.00481331283367,2.11484958260334,1.74850276641215,1.34264158088638,1.45892757935459,1.34097025435245,1.45120312364832,0.644268674888088,0.737630823412694
4.60824974488924,3.42868745262301,3.54812444983091,2.53216258771288,2.43537942534494,1.97983501425431,2.17504960635542,1.85318820715817,1.38019858563641,1.54920341819664,1.37948410340366,1.54244857077703,0.543329309244419,0.640788411517556
4.42748512575745,3.16398396647834,3.72065443044603,2.55710719844134,3.53060484147362,2.46051276363799,2.76201844020689,2.07464495029551,1.73847878138365,1.79584901645221,1.73595814784155,1.78386451697111,0.398638984993435,0.405393781289179
4.62789447807599,3.32566748011826,3.73289762401637,2.57164682437271,3.16220767539262,2.29253033523555,2.74186717567327,2.09009229637303,1.73273831360992,1.7825157508035,1.73125686113832,1.77190460026815,0.473779366210024,0.484903766949859
4.27503343370891,3.10499355189491,3.13864825367965,2.20298339687368,2.9629923193138,2.12080081845516,2.52337988169456,1.91720058383485,1.60130783858959,1.62123988306569,1.59803127802057,1.6094559145164,0.668993062437446,0.711621033709052
4.6399379447732,3.17999053578368,3.74457796701928,2.48850867292342,2.5904400841282,1.91431465463444,2.16775034209713,1.70745456642508,1.3677146928209,1.45713758490617,1.36437593371551,1.44746336738441,0.602037668203723,0.66986022872896
5.14566531321661,3.46468779629785,3.71214559905992,2.36841042108657,2.51156990045038,1.7825993739843,1.80780943236623,1.4473068588994,1.13491580540537,1.21784441782848,1.13368996704209,1.21209057860124,0.32708432425624,0.37777312502319
4.67156010257213,3.10170316889312,3.65127838516355,2.33209589617162,3.53237406494382,2.27620518534887,3.36096961550538,2.1959835797842,2.11459239616243,1.92926667004963,2.10264538234739,1.90277916332477,0.621935162625266,0.565441950489377
4.66566636420658,3.38715888524449,3.65513125698826,2.5829345448039,3.52730370766185,2.5183877281954,3.09272952288165,2.30025800964288,1.96871784177325,2.00510779501978,1.95657522626155,1.98017232926842,1.08546919204062,1.13299837903622
4.24351685710253,3.44131655874099,2.97981220621105,2.30334690393164,2.8045027567624,2.22097604736021,2.58580675287577,2.11901397950956,1.65094052483302,1.7655776239282,1.65033203709489,1.75630732635007,0.585569381723506,0.665127951846909
4.75674511756716,3.47700315526269,3.41773178967506,2.34579253503654,3.07735181892495,2.17680376943594,2.95006933851993,2.11401595281671,1.85666157333622,1.84567240357943,1.85068619117794,1.82789395133336,0.544116470640912,0.537775623841669
4.46645398458487,3.05778608347313,3.53780460468625,2.33915640256765,3.14576600945602,2.14623295384583,2.4070468921508,1.78731039414092,1.51552980636358,1.54125782719191,1.51077823815217,1.52869437165481,0.571260473018451,0.60144654742203
4.27947215560252,3.16045766918449,3.37423903169621,2.41717934877481,2.37433921741658,1.94636408518211,2.33415393259801,1.92779101305186,1.48579089037703,1.60286847655604,1.48497822471659,1.59505390283705,0.595921165962644,0.678244574128249
4.82586508191324,3.30972237879502,3.34103374511787,2.18586264106887,2.96469106586718,2.00968766623322,2.19692741319777,1.65695168608545,1.38589798866285,1.39787320279392,1.38327840599737,1.38836154841482,0.48502850599398,0.522024728440561
4.75776854060176,3.22282088599416,2.97695936054488,1.92354939662258,2.2639628580444,1.60061485230811,1.92645049838948,1.45043563983166,1.21259210511018,1.21673955969485,1.20980265201167,1.20847798827825,0.52486320860676,0.557808121104417
4.17878193612833,3.31201875114186,3.55570262724277,2.74823288538795,2.93152442335277,2.43628280153153,2.34397950931125,2.14835249926896,1.50300221281127,1.77141665490706,1.50333102983149,1.76541151459223,0.569536703000832,0.723129279039205
4.68621265222882,3.09323306087818,3.57521230376441,2.25794728721597,2.12254822590412,1.55996804466214,1.6951728520191,1.35960876197408,1.06218949928973,1.13966903820533,1.0612616756427,1.13476514286273,0.310079119283129,0.350633774040842
4.88535823197381,3.2951247375747,3.93236766323615,2.55341113633145,3.05440535858242,2.12921491515149,2.32453240130171,1.78494399489032,1.4654329434169,1.51042093555925,1.46405406813034,1.50214485722392,0.379546323139335,0.409710338505838
4.80954357589891,3.20639597488353,3.90318215692325,2.50705076409029,3.04188958809019,2.08256968849882,2.90027606482065,2.01359557201279,1.82123511540643,1.76854806791398,1.81313045959526,1.74933714726318,0.541281506283769,0.527525642588437
4.86083030187947,3.40780002797603,3.36153100271222,2.20375437917905,3.01889722801261,2.03766008687068,2.60287178239933,1.83807176863654,1.63232135309843,1.59684214160811,1.62757330351574,1.58293470505104,0.40048002344391,0.394466807548705
4.11680333121586,3.07364706172799,3.0992264276203,2.19038077617567,2.79367186092659,2.04550311537882,2.77932321181934,2.03873806484359,1.75155126096945,1.74611186268345,1.7493820880566,1.73385253012635,0.440254070884638,0.427844691893593
4.4914503876732,3.05833299823141,3.37570481155626,2.22090499983146,2.98193499091277,2.02766892402147,2.70448856861394,1.89227498348663,1.70158179491093,1.6648082217418,1.68844360832832,1.64221467001875,0.806219003008125,0.811706725612432
4.37941521557115,3.1955068615127,3.13828221780322,2.19745679862292,2.19785281486411,1.73874491416769,1.82436245851677,1.55960754360775,1.15364288053437,1.2985041882612,1.1524455331623,1.29280968913087,0.527734843568505,0.633215648144941
4.82044619235257,3.27469054337819,3.16459564064617,2.01388847297715,2.31526924230366,1.62834843977811,1.79753335649002,1.39919041699365,1.12757237577132,1.16082302055601,1.12701421674099,1.15585936617862,0.304707232642714,0.324474414686939
4.80129324691296,3.38690955790968,2.84714481769588,1.87440853087306,2.43921796380964,1.68571403962152,2.05045931654431,1.50837455606788,1.28751572780346,1.27898308255792,1.28448592852892,1.26946551223656,0.401604198195033,0.425869240239109
4.66154307675768,3.19956999026669,3.62743347193835,2.3751429540123,2.75288824549015,1.95384433441138,2.2742919950404,1.72785284554214,1.42917758958518,1.46769054522586,1.42784541916582,1.45979670372449,0.354577968823567,0.366202048900599
4.24453999354255,3.17518847465518,3.3596690338888,2.39538313891484,3.11880768233559,2.27590412004952,2.74535633598308,2.09235594653373,1.73297759228433,1.79542506293844,1.73107302896495,1.78401681698513,0.43257109229588,0.449246238285621
4.24065336135718,3.12730335162726,3.43326318156922,2.44909646922354,2.28430139785477,1.8874474879984,2.14021750472701,1.81840005859722,1.35705889656567,1.51577373361092,1.35653321004166,1.50946704653546,0.504375862361504,0.592775674545911
4.87925844669189,3.39286776217536,3.31321276898115,2.2207507901149,2.20705446040819,1.69407676772584,1.78813934320505,1.49849260004708,1.13128842628781,1.24478813545428,1.12944886536544,1.23846584879238,0.625350862110515,0.724050758530095
4.71640825614559,3.44725059533022,3.76488787380913,2.61765478464607,3.44163321286251,2.45601787193964,3.17843615258908,2.32558278059121,2.00548221149772,2.01802507520079,2.00230523297543,2.00203636799067,0.480150364201734,0.463046646788761
4.90415596540068,3.4135350941738,3.31663503686676,2.20496224502461,2.30476872097697,1.73488526112281,2.02516507944701,1.60785498196488,1.28010575321107,1.34034341000265,1.27845594549512,1.33287130333513,0.535425524458627,0.594310477846985
4.60989663141954,3.28295344631737,3.47677194312538,2.37043545299618,2.52335411777586,1.92660026029813,2.42598107391187,1.8821266122081,1.5355773725449,1.57900665086606,1.5344506012346,1.57036255430031,0.500243054720945,0.531093572643975
