"total_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","cmda_1","cmda_2","cmda_3","tm_1","tm_2","tm_3","effv_1","effv_2","effv_3","vh","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
4.46151230591321,3.31525012283032,18.9690128248185,22.5122224818915,38.4186055348255,35.8873637684155,82.1319864410907,38.7990557216108,82.9643863392994,24.0334778092802,4.54458409408107,5.13701295736246,15.4947967492044,5.63095061457716,15.400904136477,33.1566155701876,2.27402200596407,90.391850330634,2.65128092421219,90,2.0015980754979,90,30,8.21660789195448,65.0800275057554,61.5335715189576,57.8996264189482,21.6121819680557,20.6207721098326,19.9762958756182,78.5098902101163,90.9886160702445,98.4779684662353,175.123654922936,1.46096504526213,94.8934648069553,99.9588677971624,90.7744951732457,25.4932364090346
5.38230451512082,3.38720746085183,22.502954765223,25.7908700499684,55.4974977322854,40.5645096674562,79.067391990684,45.2754729567096,77.9638864472508,23.8056529965252,1.27908738516271,4.78178134211339,6.87724805506878,5.16844067489728,19.3869481701404,43.969982333947,1.57834429712966,86.247689287411,2.64330254169181,90,1.27247437741607,90,30,8.51735151931643,61.6753004351631,55.3447500430048,62.6229681959376,10.3247818343807,26.7669459730387,23.6724350848235,87.2707101353444,88.2611306896433,95.7407951888163,90.4992254450917,2.77751332568005,92.8394529107027,99.5737041246612,90.0706366784871,17.8355701179244
4.41317486659255,3.34642275233461,25.2782013919204,21.5870842663571,40.666138662491,43.3342104195617,89.632480237633,41.1926322570071,47.7484006946906,16.8236446543597,9.71905214875005,4.36359118809924,13.49691574811,5.79452535370365,18.6710278631654,32.9804649506696,1.78204386122525,75.4789511370473,2.06625502370298,90,1.01358307059854,90,30,9.04057426471263,52.5325696729124,65.0066208094358,58.5034533496946,14.6275459569879,35.349070079159,15.259485861985,82.5173258793075,90.0254623475485,97.1802643656265,128.620994272642,2.13388104084879,92.6693801488727,99.5278045570012,88.184054531157,18.5885616638698
4.52031440935308,3.29988201760644,22.0367572689429,24.9843657994643,49.5982800680213,30.2477314893622,79.457018552348,48.0579394195229,83.2399059925228,24.9253535224125,3.90030035190284,3.22790846670978,14.864559110254,8.3569749200251,15.0884355383459,36.7566729022656,2.79057717742398,75.8622437878512,1.87412074301392,90,2.99354612082243,90,30,8.02942054253072,66.9988193083555,65.9824830526486,67.1401314344257,15.6977854308207,34.3655604692176,19.5858774778899,78.7517153739464,82.8734381543472,94.2905319787096,136.401153977495,1.32351738214493,93.321703216061,99.1198901729658,93.1961275693029,15.4841916118748
4.39541036899644,3.37971262213178,22.1593548450619,21.1833199299872,51.3098746910691,45.3280198271386,84.5399624388665,46.6150634782389,28.1989610963501,15.084650949575,7.17259959131479,11.9636725042947,8.56371166394092,9.46790474117734,18.0857523682062,30.6257846450899,2.35113076027483,83.3412586699706,2.55059907352552,90,2.96036320179701,90,30,6.99944166373461,62.9835639940575,60.4389206459746,54.0412670793012,26.6295013264753,34.3722666134126,25.0518427127972,85.2732448477764,88.9710285468027,97.1018351409584,127.607750126626,2.80451428424567,90.9026379114948,99.2509680695366,87.5851000566036,6.14596843672916
4.90621602657103,3.41348065895543,25.5374291632324,20.5197746306658,50.9007068071514,49.6975130226929,77.7076407102868,32.5754203880206,82.1337609621696,17.9597353446297,3.56179114058614,3.31602574069984,19.3270253776573,7.729532540543,17.1800819982309,38.4974459919613,1.30886703170836,85.2439843281172,2.37442336603999,90,1.93539295112714,90,30,7.15890910942107,58.013872471638,52.2276214743033,64.9268563091755,28.1381920909043,13.6735235629603,21.120850102976,88.9016375981737,80.8556505618617,97.6722296534572,101.424599324819,1.18270865175873,91.7417806794401,99.3872808369342,93.1068995501846,4.81043839314952
4.00325717279384,3.15334071965142,25.5370126198977,20.8393693109974,46.0019035963342,45.5674908007495,71.8752784654498,49.1940353903919,87.4662304879166,18.3947446662933,2.62751151737757,13.0686656434555,11.4046093188226,9.70147414016537,17.0116698998027,41.1091739230324,2.79206485347822,84.1810186847579,2.43146517733112,90,2.01426093140617,90,30,6.76457714661956,59.0646453713998,54.996966519393,68.2803268078715,10.2086190101691,26.2622057339177,20.3182510696352,88.4322305896785,94.6078941365704,92.7256684675813,111.607195737306,2.45554857747629,90.0414124387316,99.7788036253769,90.9167368039489,5.31095748348162
4.22339137588232,3.02051512361287,12.3811156349257,20.3018326964229,59.8310583410785,49.747136834776,77.1016720635816,36.7738161142915,80.6010474683717,22.2864409396425,3.48458968219347,6.59960494400002,14.2505324964877,6.86760949669406,17.9651416954584,37.4034122389276,2.92778315301985,93.5997793904971,2.25895603280514,90,2.37929088110104,90,30,8.83016151655465,68.0058981711045,66.9144903309643,65.9339320193976,30.2224607218523,33.4621116737835,18.282506354386,79.3337752553634,91.9568052387331,96.6086778198369,197.213142046239,1.73370590247214,93.1761786411516,99.9021913835313,92.9556648954749,13.1770747834817
4.16855185024242,3.00240340690963,17.3158738436177,20.9884505113587,43.0381926312111,33.5132639796939,89.6730863722041,38.7620771303773,20.7103678048588,19.5868239970878,5.88277377164923,2.11894509359263,11.2164916070178,5.7922212977428,18.8298633077648,41.3308262208011,1.27100719697773,87.9802367987577,2.26152935577556,90,2.89763220027089,90,30,10.2720926413313,57.0436806790531,52.1332954382524,58.176647098735,29.7026202064008,31.0644325781614,33.8525993763469,80.1205492531881,90.1562077435665,96.5226238796022,96.2377944472246,1.07631438365206,91.2011703685857,99.5422752697486,87.2898315023631,12.3255737358704
4.34223105028878,3.12160878820154,17.4029012676328,23.6629984015599,30.3998358710669,34.0148850926198,89.9734034901485,43.7349009467289,58.5791643639095,19.6950017684139,9.66001991345547,3.24741286947392,4.23253414896317,6.11234668060206,17.7883902029134,39.6851434372365,2.03192505100742,75.3839954431169,2.30977591034025,90,1.12665629154071,90,30,8.73307702224702,56.2338601192459,53.2992724189535,54.2834018822759,14.9419551913161,32.179334288463,35.6994962159079,78.0447938223369,87.5834957975894,92.7107554008253,132.478017003741,1.29314491851255,92.0901964290533,99.9838468194939,94.0724534764886,11.2858205460943
