"","total_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","cmda_1","cmda_2","cmda_3","tm_1","tm_2","tm_3","effv_1","effv_2","effv_3","vh","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
"15",0.533522142875788,0.56302259818765,26.2680755415931,24.0087172063068,30.2419543289579,40.2834779408295,85.2443377068266,46.205244041048,58.6161976656877,20.6628957623616,4.17861723271199,9.60011220164597,8.08389483927749,9.5292358356528,17.5733698077966,35.4320574004669,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"16",0.353153299524254,0.387872965569892,29.4750119512901,21.3878186279908,59.7884595044889,32.0884946908336,78.1690091686323,48.8875213591382,51.2518525100313,20.6877253996208,7.26686667161994,9.06824462884106,4.75526788993739,9.12071767728776,15.2329312579241,33.8113438803703,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"17",0.286950258129643,0.313372925458349,21.9358201138675,21.1540882848203,35.9978443128057,29.4797479582485,84.4061538763344,46.2575713265687,21.997071581427,24.7585630789399,5.11456350516528,11.4296974416357,1.62338361213915,5.3813236404676,16.7947896919213,43.3050892304163,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"18",0.516719065598015,0.613345698788097,21.5218217950314,20.2531697554514,49.8732439172454,47.1263798594009,75.1921777613461,46.3835550425574,68.7411670549773,20.6878767209128,4.81397848087363,13.3070809098426,10.7989278163295,9.80147561640479,17.2909797145985,32.5723470398225,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"19",0.660194403954016,0.660223976953006,23.8681501103565,24.0881354687735,47.9708964284509,32.7084849355742,88.7705112528056,43.9899639599025,74.2415097146295,16.0945327673107,6.95425099064596,1.42764321039431,11.035911206156,7.2756287723314,19.6894853143021,36.0252652480267,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"20",0.47293683045014,0.502524810651944,24.2941528977826,22.8332820953801,33.8033619895577,34.226725960616,80.5350172473118,40.7440958777443,66.1200343910605,23.0399281973951,6.11616507847793,2.61086377617903,9.27773912693374,9.99214632902294,17.4320289783645,34.4117288093548,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"21",0.579747548093162,0.686847293049594,17.2458487562835,20.9925638418645,30.0037670927122,44.8205937282182,73.3885723678395,42.2804257739335,3.1400147988461,18.7455982645042,2.31427231081761,5.56113055045716,15.8835277163889,5.70853996905498,17.5773730734363,32.5849448062945,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"22",0.525579795833355,0.621309001419815,27.3960303608328,21.7673002975062,48.2288450421765,44.4158570782747,74.5913634262979,45.1229492248967,16.7624913272448,24.6269302186556,4.438381629996,4.60776568367146,14.2684127651155,5.57344961212948,19.3756936560385,31.6757220367435,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"23",0.534844799143664,0.606953507808998,25.457338578999,23.5371690010652,33.1782004795969,39.4924896536395,79.3529998371378,44.9446570267901,55.1436469936743,24.3788984324783,6.55207221838646,2.51392905483954,12.7307767763268,7.48888630769216,17.8597709396854,35.844654320972,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"24",0.432697007352429,0.500641134642676,28.114804001525,20.0340788625181,41.3764638290741,35.8819949266035,84.4741078093648,47.8147091995925,36.5505619486794,17.2424712800421,6.66129835136235,15.4088338483125,5.40378838824108,5.35923245595768,16.2240780051798,39.3754291045479,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"25",0.698630854184732,0.703286036742375,20.1616700831801,22.4126986321062,48.3548255357891,40.8800180768594,76.7572429962456,39.820175236091,76.7264090850949,16.6916809533723,2.99048743071035,4.64857983030379,11.8714648950845,9.1492709191516,15.7882462802809,34.6192267548759,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"26",0.407601071343137,0.419355104367852,27.7486360166222,23.9632098423317,33.2834673416801,25.045169814257,85.1984315412119,46.2187640136108,57.2429148852825,16.3423947780393,6.03546957974322,3.47525750380009,6.24670634744689,9.00955031975172,15.0744158052839,37.3041920678224,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"27",0.593105934108083,0.677673526073276,10.512937833555,23.2175302971154,35.0502944597974,28.49839621922,83.9963488141075,47.5136086065322,70.5908739636652,20.6281914422289,5.31075031822547,7.98242320190184,13.7333478019573,9.38111979630776,17.964552702615,30.3644358145539,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"28",0.361017743517978,0.407917226335884,15.2558684069663,20.4897292330861,31.7256876197644,45.9790426131804,76.1588561628014,47.1904367860407,54.4937792862765,16.0164654557593,8.20066465600394,10.3366103416774,4.35568416398019,7.98011410865001,18.9171207300387,39.862532109255,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"29",0.439724819484874,0.391192792698466,28.9145855884999,22.2843294823542,54.6522001479752,43.2794265507255,77.7275263192132,34.8109245346859,86.019969494082,17.3531042342074,4.88646467030048,2.38898415211588,3.53435788070783,6.21392123750411,19.5429681497626,40.2844677760731,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"30",0.648958312353826,0.82585451343876,25.0212074676529,21.0702622076496,40.7451383722946,48.8365416123997,74.6829920401797,49.7293966496363,59.3760131439194,16.6979304887354,6.74664064310491,7.9937333886046,17.6038791073952,5.71307492209598,15.6773590983357,42.8811989491805,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"31",0.61358818352736,0.647699486624892,22.8114046948031,22.8227943461388,44.070596457459,47.9893635900225,86.834088745527,44.4026689743623,1.76419402007014,19.5322854048572,1.92754395515658,10.1463846268598,10.3620447537396,6.94048885605298,19.0708347060718,33.973421176197,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
