"","V1","V2"
"1",0.0864906695751869,0.0802295734123489
"2",0.0867880963296332,0.0808458688342759
"3",0.0869571489545749,0.0811787000171735
"4",0.0870641518685782,0.081384139631356
"5",0,0.0248238373118837
"6",1.99470086613725,1.74216877479754
"7",42.7843426203229,61.5710367732787
"8",67.2540788577698,73.6584201234519
"9",0.0750311754968429,0.0729644368348266
"10",0.0880238127268122,0.0813702147038999
"11",0.104395707153765,0.0919719632378878
"12",0.125592765294448,0.105695912783641
"13",0.098348490720293,0.0970796183128184
"14",0.086052800772466,0.0794355865647977
"15",0.0857088367911047,0.0787153161419173
"16",0.085649253709195,0.0785855712792884
"17",0.12500394877846,0.130897734584333
"18",0.106331842443583,0.107498801733948
"19",0.0879057363130397,0.0826679306222083
"20",0.0859618107988154,0.0792140784850777
"21",4.21879130095214,3.66363280159755
"22",0.275660640231067,0.239794603245141
"23",0.0756950246543409,0.0730105384142399
"24",0.0418798230483564,0.0512285826785788
"25",0.0865911258160486,0.0804428328855567
"26",0.0861928188465212,0.079686825395161
"27",0.0860088380384589,0.0793130489026887
"28",0.0859097790805025,0.0791036184146824
"29",0.125592765294448,0.105695912783641
"30",0.101379195776973,0.0900182989739811
"31",0.0833719064457731,0.0783593923762197
"32",0.0694950109569652,0.0693866110850375
"33",0.0712351393086951,0.0672234851461812
"34",0.122381632753837,0.111596087196862
"35",0.173346791851946,0.156586049707012
"36",0.22407294004268,0.201909988602756
"37",0.0581344612883345,0.0561075505131588
"38",0.975871701076771,0.901185235293697
"39",1.83333347731264,1.75935959808916
"40",2.63703540709409,2.61353380361476
"41",0.0440607240447754,0.0370901168530058
"42",1.4030217848278,1.53479467921887
"43",2.63807674900283,3.07465322539254
"44",3.75451947120973,4.61141269061138
"45",0.0863624149494336,0.0800690482069044
"46",0.0903685030028356,0.0858430611726514
"47",0.104865403108554,0.10418491681212
"48",0.126742024821452,0.130798317341982
"49",0.0861508750096547,0.0799694553776356
"50",0.0873586740781999,0.0812666985021402
"51",0.0897679992047693,0.0838480504456015
"52",0.0944229981215431,0.0888340999925606
"53",0.0583600363987169,0.0528695583911637
"54",0.0914030674519404,0.0851412902201823
"55",0.185378311749744,0.176760319893266
"56",0.541471037491313,0.52375589991696
"57",0.0862471013101527,0.0800178263224839
"58",0.0866772602018157,0.0805422541222307
"59",0.0872131700344675,0.081136083098312
"60",0.0881935825536586,0.0821815436467941
"61",0.343353508315672,0.361972875700487
"62",0.148032543144233,0.147215173525906
"63",0.0899630126708483,0.0841006545957415
"64",0.0649023793302256,0.0569303866714719
