"Off","Off","On","On"
1.28005843059215,0.9741127176937,1.24151889342411,0.939288963320996
1.33364372351603,0.759413001605797,1.09870138762549,0.642792165059349
1.51510354275836,1.15322441923061,1.50078163383247,1.13284564046102
1.73037901087559,1.32383600109107,1.61975867781845,1.22932059846797
1.56017294321797,1.30802778635072,1.50312829121707,1.24917290239521
2.18368800166756,1.40210096327678,1.97506500158318,1.25671368067758
1.32325982618372,0.915375060415208,1.31289064155522,0.900952019616968
1.66649712644527,1.38771409310536,1.58824986735238,1.30821236830084
1.83417755681328,1.27408175029117,1.67406488298289,1.15314198228725
1.29895832344548,0.977604833741354,1.28424727498422,0.95845635903126
1.24132029607218,0.848087129520384,1.16190255578277,0.791570777109961
1.81039057721607,1.07792497235739,1.32219516324992,0.829582470282718
1.30229843252684,1.03220894287302,1.27965548981327,1.00843309320037
1.36063364292641,1.17315682806435,1.0591678457861,0.923875877312599
1.58546000342815,1.19036643066207,1.41675483280028,1.06290548971673
1.54788735378664,0.990857666795273,1.32655956428209,0.856441807577482
1.96178724650885,1.5096889607407,1.5884763347012,1.22760360175131
1.95645217947017,1.3665901504743,1.94399172727755,1.34801404839171
1.63009130264708,1.345499661829,1.60977330244741,1.31259458858
1.84022285076494,1.00046320436404,1.61998521005912,0.885699920720729
1.63912992844837,1.05108564759766,1.63224057002976,1.04165342176546
1.14835008880342,0.697397746525969,1.03713738925388,0.636878066777539
1.92216646283119,1.45954397468262,1.90602758106947,1.44040027844289
1.78231072836851,1.00779536617288,1.61033444993068,0.911861064882927
2.13711383227483,1.14044373903934,2.11922396388763,1.12577695289334
1.13769275144184,0.805351159011132,0.99620742234769,0.70846301610332
1.17078078005962,0.721792939343832,1.13655954852205,0.696695194517966
1.69698745300512,0.972954164505402,1.65730918230977,0.943151847789838
1.98682184696786,1.09030896944845,1.97698474077688,1.07753217649173
1.65444055384145,1.39032280544831,1.44498165199566,1.20412938313552
1.03342126611866,0.813899933867372,0.814786974732642,0.656704281366456
0.91742589677783,0.774751946282184,0.863576195206228,0.726678938010747
1.87480445909665,1.01030904807209,1.87006517510059,1.00422863136839
1.80056305979637,1.05789297783162,1.78972052062568,1.04511401142397
1.28300572754722,0.879139719512111,1.2379636387066,0.842352429829766
1.9462871513201,1.18527017494204,1.91849132036068,1.16043977857084
1.06304109567863,0.749229241057326,0.960164760063355,0.678905130390786
1.61466043143531,1.02545976619955,1.38407728587184,0.882141943974996
1.31284776530698,0.817503087172218,1.28849705231893,0.79989663257302
1.90003463654303,1.24397255308648,1.72249975073691,1.1220007269492
1.7139529171187,1.40681534723585,1.68518879535149,1.37052635835487
1.04869700061943,0.700777583046646,1.03169404180838,0.685633303812263
1.35019375125235,1.02715730873998,1.29710574063283,0.977935664969915
2.04804799894271,1.18486875051001,2.03323451969395,1.16699040589651
1.05222894684437,0.888984626870428,0.997268285653247,0.839240877235908
1.07177943589456,0.784130804369923,0.763240353781502,0.590280194711545
1.63943004245878,1.30147305700133,1.41863483433038,1.11669452889365
2.08173739255957,1.19199677597662,2.04150287736476,1.15762687847897
2.16558831397158,1.3694892371023,2.1534416197287,1.3532690042223
1.63473944414493,1.08464251994656,1.6237821294799,1.07128902584549
2.18321120699493,1.43122010292847,2.16602199581158,1.41203469286268
1.44470264507274,1.05161510163194,1.32184917175086,0.960814283424565
1.71488030866053,1.28383412436366,1.6826045985031,1.2488520773359
1.50273742121743,0.964002488788019,1.18961837645746,0.782922840714548
1.95372265890479,1.23499686120212,1.94355808080049,1.22107992300037
1.21767705842935,0.822220523841582,1.20089243328135,0.808115711183048
1.34228149263141,1.1312578228831,1.07165349196115,0.91696614404336
1.69558633817447,1.13457757495554,1.61623992607469,1.07698872859575
1.49718803227303,0.82802422966835,1.48165631389881,0.817059108884838
1.93551934217151,1.17742452183581,1.77200395111535,1.07355234607205
0.987200958791354,0.614797993404972,0.957169773712058,0.595684424720927
1.64427111461248,1.29563347902807,1.64217239923461,1.28835356813065
2.10671377010999,1.17106341641622,2.0235963669035,1.11982964399836
1.84013334579373,1.08467064857756,1.38121358578289,0.844313932760105
1.33220083125753,1.11504891289457,1.32235803528534,1.0996603312204
1.49130157448603,1.03177286883403,1.31105834869448,0.904927786899926
1.5532188207152,1.13627469183122,1.19685454486376,0.883877952303471
1.76657830632561,0.993644034453361,1.76605823138571,0.989700362905878
1.6006013320949,1.18023444742167,1.2233877705148,0.924981794481512
1.64715900748288,1.4268768718028,1.23897953761349,1.09235040950265
1.1433575921318,0.767705881304042,0.816353790556432,0.58322974984643
2.03988218995794,1.21482776434132,1.89720272910859,1.12699849181001
1.83651139904047,1.03582673914876,1.8047033430237,1.01208708059689
1.54816702281589,1.12132194666524,1.53261759254704,1.10378452783008
1.40534629421229,1.15580031901887,1.12245326281151,0.929775201356066
2.10659216099638,1.31500894184924,1.69782957208024,1.08072012508205
1.60574268831251,1.04870727559411,1.58040069065923,1.02622169825665
1.46720095827423,1.23260882649266,1.21320097670599,1.02472384541086
1.8823720144302,1.01907053206406,1.78738420915599,0.963846360607081
1.64004037606127,0.967531875686146,1.47033623772,0.867155584451597
1.23720085040385,0.90648823984149,1.0933769110337,0.804230425921867
1.0105721877803,0.694995326220113,0.874113783547085,0.609613509240833
1.60512886355042,0.849599778196112,1.53451391480646,0.807367240370154
1.39879021991045,0.818343203998579,1.14563323388998,0.686132235233016
1.88433479390327,1.12004231118776,1.86062987272873,1.09988747922246
1.95915267501794,1.45449757336252,1.48729245776379,1.11590104265254
1.08473846094876,0.732030819250162,0.77838592509796,0.555542681556306
1.72851341511712,1.17236339522275,1.63245283560673,1.10111491627714
2.40760896039872,1.30277429124626,2.39520409291711,1.28663044975164
1.53050432916931,1.13997602351635,1.52282632603011,1.12619406005048
1.73321915799994,1.30841028339941,1.73057047930023,1.29767639233982
1.68186453319543,0.972257023668656,1.63547813802574,0.941961944978837
1.72163755686109,1.07053433557489,1.63836792755133,1.01247785114209
1.67402459469439,1.40444183291873,1.62337172608628,1.34546650309864
1.23419221399411,0.930541837418986,1.15942895469978,0.868468021036176
1.63470727136929,0.906305436170073,1.597318184487,0.881963827140639
1.50670620675242,1.07876791734915,1.15171295239826,0.841402895894796
1.22993372039247,0.690354893292067,1.21313141895313,0.678400706183695
1.704980989375,0.923641816206449,1.70376452539445,0.918887215285029
1.15922028618786,0.96171565994509,1.06995644706678,0.885409045445353
2.05731171340069,1.41608315496218,1.90954407408228,1.30034188513524
2.00446242661926,1.51635330866208,1.69004472724806,1.27109478540482
1.62090926283309,1.06122237602514,1.30666467465622,0.867785764427645
1.8131459213218,1.06993843436923,1.65626488928109,0.975546994830966
1.62649275432445,1.22557688466954,1.45946749187121,1.09113081396604
1.91939755317512,1.57211467415971,1.69088837343723,1.37224687689068
2.39841410246398,1.25736766035175,2.37383918558426,1.23731902242039
1.73715615101023,1.43269507228251,1.72228579058386,1.41148065755834
2.19527611504563,1.39928047653872,1.53653908728965,1.0043822954425
1.36682856377898,0.832370850140152,1.34654395850758,0.8147154834017
1.48901893068994,0.778563360909739,1.43770817302717,0.74709735978921
1.88752546817305,1.17319189945618,1.81910445497459,1.12216396641249
1.69721932960243,1.10896442239553,1.6694005819786,1.08182249332836
2.2299501890728,1.57070964481165,1.62742219898113,1.16468657366146
2.4319109254869,1.20019952791809,2.41431936130795,1.18343021754783
1.515224241107,0.799153145680446,1.50111639536749,0.787027056692652
1.6984479303432,1.06111323284084,1.66301413344334,1.03476737167371
1.35613152382953,1.06525986791234,1.31919364695264,1.03185924103265
1.67794234469613,1.25281439346701,1.44586591086901,1.07397798118197
1.63840489035161,1.19581582427608,1.20819837536421,0.901984041071004
1.46135133839578,1.15722856166366,0.911257949351233,0.763903612897851
2.01767504039748,1.014764471098,1.83164147884111,0.918961109433838
1.71279570512224,0.958662010419025,1.69890615066247,0.947247146259404
1.84048300289661,1.06598515109455,1.31764284852842,0.792460530906106
2.16461986745209,1.59049775087928,2.1328392716195,1.55346746878404
1.60077124793461,1.1061179582885,0.995622625181372,0.725113474114791
1.73252664659648,1.20291106696988,1.70295395358443,1.17654827018727
2.27831626036361,1.17424467204551,2.19477244859408,1.12243860210399
1.58105678513304,1.28090833330692,1.46951362492724,1.17381512261777
2.42892325517301,1.29829356012955,2.37096083302665,1.25744900748739
1.45827252911266,0.991250198886667,1.41659227239495,0.95676768595344
1.4063138924857,1.04151554868403,1.2970734595331,0.95755984972236
1.36079658955667,1.12599545660007,1.03903107888808,0.872798859040607
1.61438128122449,1.01990422663632,1.55916786296057,0.980247494756749
2.03749680206218,1.19063368559473,1.94838144454447,1.13021837241871
2.17305482382259,1.13980444544394,2.0784237326164,1.08646046470657
2.21579465059591,1.16930043090748,1.82446569343694,0.976989556588105
2.02053298326847,1.146226385164,1.9883253585671,1.11937574766569
2.1739109846832,1.31354685250373,2.09133448454654,1.25442355657051
2.11475640412806,1.47327063295562,2.04898070766742,1.41571662663981
1.19885916765481,0.707739435844475,1.14158159079523,0.674035288054089
1.95206252302818,1.02060355924985,1.5915751893818,0.849705193998539
