"Base","Base","EDAT","EDAT","ITN","ITN","IRS","IRS","MDA","MDA","VAC","VAC","MSAT","MSAT"
2.30820329967123,4.5251075731132,4.4482378365256,3.09798545294546,4.41671364226917,3.08267637334556,4.13225374551057,2.94536792117068,2.64518311132598,2.55635013194567,2.6431659120422,2.5342290108316,0.910403982399421,0.880356996822779
2.63908216211599,3.5644420798647,2.82449670616307,1.60874082111209,1.58515576550595,1.12819593369231,1.47531697133814,1.0873912351012,0.925734361171378,0.88150222299952,0.925287193173794,0.877569500532466,0.444283615748321,0.452572222554945
2.684594661249,4.35326982750709,4.29817472439959,2.88794452802507,3.29723508951087,2.44143503874913,2.84297529427026,2.24525505097,1.8180995551278,1.85859296883138,1.81948517740468,1.85083493583538,0.581806637291612,0.616040151000351
2.40867449831062,3.59764205315844,3.59086618422125,2.69223758291161,2.62406418577126,2.28470981883608,2.40263719880035,2.19382692890319,1.55282516991125,1.75705114704895,1.55432901735163,1.75228698614641,0.620459975138326,0.761125844816333
2.35940885598971,4.5819538419353,4.71127444360623,3.42938604695213,4.00368635795138,3.06974304771132,3.65738564726252,2.89701470818995,2.35181846353027,2.48339562633381,2.35287314868131,2.46912246055412,0.817531884798752,0.883342807931034
2.76487016961806,4.90764909135321,4.83045103556679,3.21240323504683,4.21056995873321,2.92274811863003,4.04582427380016,2.8470747331782,2.58169041078344,2.44329344590354,2.58267481131121,2.42472054651347,0.578645820283116,0.527484650064053
2.43604355061303,3.79892799038792,3.14107491696441,1.81192488012219,3.03994654287725,1.76727519203859,2.01292292776026,1.32371853733167,1.2585399522295,1.13412714960438,1.25271866797931,1.12174113722316,0.569750786671616,0.534536136057016
2.49788125031464,3.57418366797294,3.59524953449174,2.78062781074835,2.62899586066173,2.38092421719546,2.16033734863459,2.19298878370008,1.4011490799826,1.71927053669771,1.40254250869212,1.71590977400883,0.52453787808289,0.705373317616332
2.60950792916533,4.49292325195098,4.71448831269587,3.64649891980583,3.81508278287453,3.1909452754208,3.54147795220297,3.05529503120563,2.28957218404671,2.57336430298242,2.29263169846983,2.56421736525575,0.681763654700608,0.773145262211516
2.22782215566607,4.06582031577289,3.9618869084207,3.04357029225991,3.28158466352914,2.73156449121467,2.8728936937492,2.54831802149183,1.86037126623392,2.08803469113138,1.86238616797254,2.08142151155887,0.693007121399182,0.825214193658809
2.20131174852468,3.5474494352541,3.32180347274889,2.96439601425617,3.08586468114173,2.86436835100938,2.75375075839156,2.72523640890376,1.80235945180549,2.16897036929631,1.80474389964574,2.16368970321581,0.614695986485136,0.79379884627986
2.51838952370832,3.53695327977698,3.64483606225082,2.05134726924474,1.45432959287582,1.06302924507914,1.36487437276868,1.02429460924117,0.848266939896454,0.859561462804386,0.847971394938447,0.856579743043098,0.162879883430509,0.167310905767437
2.12164389684931,3.56704615946046,3.78600066384565,2.80705605110311,2.6597267565177,2.28275459694681,2.23148273754401,2.08921585183593,1.42246749918243,1.69249807868511,1.42401799916522,1.68908988223993,0.33958928554621,0.401839817389787
2.47378365538871,3.70387241810386,3.60200778962199,2.44632907770839,3.56778936988526,2.43093202666747,3.36007201440817,2.33798565882533,2.1483497999495,2.00253360686802,2.14173901212801,1.98022823286497,1.12485463092129,1.07724714059917
2.55347202690764,4.43976372595858,4.61506277726225,3.16864977487869,4.57486897371086,3.14837296591038,4.1306399359361,2.92603966834828,2.63753208882712,2.56859769720405,2.63163623348392,2.54151971635745,1.01741398645933,0.993441713277434
2.28751240891947,4.05093296495413,3.86531162601368,3.07368167572281,2.90550862522849,2.65240407884605,2.89955195837201,2.64984391008093,1.8880820188221,2.14692617801632,1.89035272856735,2.14046693682876,0.742701532196941,0.890446496829982
2.76450714812262,4.91818828262036,4.39253036089494,2.66415403999048,4.05029096036328,2.51219424365131,2.76982667967668,1.9671328640377,1.75039267279537,1.64366984685739,1.75143384345281,1.63427893931613,0.337427908054954,0.310020141119422
2.48846663722811,4.98317450167027,5.07483718271647,3.86797484117434,5.06838070639334,3.86462505750742,4.54055132738672,3.59393077671624,2.93592526322711,3.09409369490721,2.93992072330571,3.07689086055188,0.76672095553276,0.782366244297705
2.13543387751624,4.51624741207753,4.11393913779149,2.99608320196634,3.62424986894621,2.77492924128964,3.4173725353895,2.68291241790051,2.20827583652715,2.24256915140919,2.20964135081516,2.23076799299598,0.862320351101161,0.911884840205893
2.30443727762072,4.10534621454561,4.12928031534426,3.16069951938046,3.06595219986353,2.66811669194764,2.95848340815824,2.61949002661898,1.90838230048815,2.15175917986802,1.9108138315744,2.14540592226249,0.554296202246427,0.642600673634675
2.13356750472372,3.81052076587619,3.82388280218038,2.68905547898597,2.40002737798886,2.06794525387482,2.18331668016995,1.97662806036977,1.39201410972616,1.58848390945891,1.39345300178053,1.58488897948082,0.348115357708558,0.407008985584094
2.71544470856952,3.68424926750318,3.90941774483866,2.62613472027339,3.57207568704075,2.46859955377847,3.30459556410637,2.34506942688441,2.10689777963787,2.01932013141553,2.10208156460419,2.00060217468043,1.00784236794496,0.987956807724991
2.10865104004706,3.89301262479343,3.74316353271487,2.78803301199333,3.10540979053757,2.51464584452975,2.99980108983686,2.47013494008159,1.93037371997337,2.02236027954427,1.93261383747927,2.01466873998515,0.57613587936882,0.619996936199853
2.55557777653326,3.81226094530068,3.85450324216214,2.90762930353657,3.05349309354242,2.56509733747301,2.80563886039935,2.46164073499102,1.81362267369228,1.98988037917421,1.8158489717923,1.98345768588755,0.595050918814684,0.683952026888695
2.35494056905568,4.66516177676141,4.82889503831374,3.53403828349376,3.74273737491462,2.98316371216088,3.23562834906191,2.73341978889222,2.07888417653866,2.30414361521931,2.0811905130487,2.29531476515198,0.632602504262798,0.712060238906754
2.3886985183036,4.08109218358071,4.08386600666918,3.42022832686858,4.03374505264765,3.39524124400809,3.93333267940358,3.34533277024584,2.56442164344234,2.83196907901457,2.56769353558587,2.81924362377019,0.976476789209,1.09856481742209
2.10442733336581,4.11489431453604,3.02981563166881,1.68668155527662,2.4963949406534,1.47180891637591,2.16392223916873,1.34159525844546,1.34970803954978,1.13697448787392,1.34787149087225,1.12719114774163,0.237087941050528,0.200038221792525
2.30617700997045,3.79739769994993,3.84343143514908,2.9720820177394,3.53696985536777,2.82727008728355,2.76545573552412,2.47063289871612,1.78758106767438,2.03160289017178,1.7894152157426,2.02501383988949,0.744817481194446,0.88985112459763
2.47828003488034,4.02876401895848,4.30156140890326,2.95430334731814,2.99586498924328,2.34910188582625,2.73405698969227,2.23149704441179,1.73701766752297,1.85329843380694,1.73886925595992,1.84740891480213,0.342711444638358,0.348979401488147
2.1936031197014,3.65914724030391,3.76866785187225,3.15297588506277,3.51404326103488,3.02768955503698,3.45960599681629,3.00104746160435,2.2297454917229,2.51972610267234,2.23264065374651,2.51226437966174,0.547835767574093,0.60954245508239
2.39882357784098,4.1086096295037,4.29675847405363,2.64803641092118,4.21651007318512,2.6091082346781,3.73215085126161,2.37606459956825,2.34043456621136,2.12058727668501,2.33099229287695,2.09480807393845,0.48659375266828,0.429001089534698
2.27634308665275,4.21755066318887,4.24658370776256,3.20673444737559,4.23708740058892,3.2020545269779,3.84325110006457,3.00958128567224,2.4809393381814,2.57183535031952,2.48210771924919,2.55604413914289,0.900453466817998,0.95687444116271
2.57560278242659,4.13061675788207,4.4732602810578,2.96292884319003,3.80480549648014,2.63956288164225,3.39184481046928,2.44358176969581,2.1473750047527,2.10972491546309,2.14724116761887,2.09693160812114,0.54321586286614,0.513886273135732
2.703799403825,4.81541890530544,3.92108270024937,2.26614408518448,2.41517657084014,1.55411768821215,2.05763875116108,1.3887653197121,1.28451106260226,1.21005255615535,1.27258955799583,1.19121765441299,0.729571675227804,0.708767460065945
2.18140330436413,3.61077879480253,3.67090292090556,3.03737182341137,3.15124771147443,2.7919882432001,2.93661415037077,2.69203764298163,1.89418180668832,2.21061139898136,1.89673257863731,2.20500040686906,0.487498595264929,0.576893931738481
2.57080527214456,3.57755161928665,3.76640051397166,2.79236554575782,3.36093616437491,2.6048135358882,3.27056198066583,2.56342774362236,2.10783808900254,2.16117696907123,2.1078801261937,2.14841965044234,0.98148182927032,1.04197419610698
2.7049273705969,3.58362989309057,3.85686925005259,3.15892836732677,3.56575074482937,3.01687700401121,3.40515296453897,2.9391487128939,2.20100943193857,2.46472199168527,2.20350783506516,2.45670871944942,0.691952591447083,0.788510027644746
2.58085103655958,4.11852184297448,4.19861144871975,2.89526245358645,2.89125092220128,2.28540087899112,2.63522022640527,2.16953284739752,1.6874060824003,1.80510780134413,1.68804746650651,1.7979118956089,0.71065060924213,0.800108937831791
2.26267424602179,3.5326679706169,3.55467422846721,2.40338069192933,2.24700974987296,1.8575688592913,2.24604946743971,1.85718054846594,1.42970877556284,1.50654232805436,1.43079629856442,1.50205659118476,0.417931464420628,0.469970773470552
2.45000226084517,4.26032100826134,4.16556934834517,2.80427127485455,3.02586262118744,2.26226535640947,2.38018473555244,1.96552389330119,1.519910145226,1.6364727805378,1.51983301243267,1.62911700165359,0.734013366870993,0.833931881058589
2.43541509996303,4.65307812190337,4.40940860541555,2.87345540084274,4.33155648949497,2.83653063576857,4.26500814959905,2.80505338779999,2.70981623262752,2.46389905442026,2.70156928207517,2.43282500135323,0.918134525078521,0.824324035208997
2.77250115964357,3.95503443333549,3.99617753089693,2.70113732152343,3.59618607089893,2.52185798924519,2.32480646427036,1.97323940337452,1.4888142508982,1.60579942933664,1.48984492506642,1.60029274069746,0.631085126084858,0.723650818270112
2.68081759421129,4.00407531065796,4.17257315677039,3.29579551887319,3.32676140047733,2.89344148038739,3.12824054358288,2.80094407437207,2.02766790071355,2.31239051675795,2.03036345327978,2.30514898918276,0.674379946598476,0.796638749462668
2.61507181255579,3.91458345167432,3.9788632475617,2.60708317165521,2.32183423482251,1.91797898669109,2.13907172837694,1.84509357643477,1.36009264619676,1.47771532412907,1.3613682549569,1.47402199641346,0.347019829579129,0.382191787960331
2.41484614508636,4.3195266671713,4.40022990228044,3.28600970579184,2.43683401261424,2.34694293364852,2.36775413989658,2.31517014169105,1.52794657167529,1.87622813438288,1.52964874705789,1.87217514076539,0.54534778845622,0.719057577743879
2.56512820355151,4.76065040428199,4.6378906892221,3.07051129312081,3.74398378612355,2.65772290990962,3.09045880603367,2.3657000974516,1.96851664482879,1.98224220785251,1.97020499990696,1.97337068454092,0.494896593692963,0.490212856841478
2.34030503153841,4.24894635067912,3.6453342256702,2.10532231571355,2.86790279026331,1.76382021425034,2.74545121336982,1.71108136706481,1.71607096426351,1.48873553517395,1.7107172439828,1.47249431629365,0.402410494775725,0.3469748503041
2.51591504816256,4.70348740511286,4.73966071712562,3.48838076899729,2.66500776642933,2.48165959428752,2.07479460112309,2.20985520040569,1.33937026018547,1.76124439388042,1.34087758466989,1.75830283598076,0.47533240863311,0.6717493751978
2.5474509005238,3.55767141965176,3.7363014183352,2.79375659551415,3.25629076284837,2.57857020123572,3.05952265638252,2.49164131855614,1.97123138993896,2.06666238988173,1.97287985361442,2.0577590227148,0.729894792185346,0.801793808164244
2.57740174699503,4.10792537631698,3.14187129598326,1.79227296370618,2.81803968389654,1.65517735485797,2.23348552170519,1.41268290446397,1.39822543042251,1.20924944025949,1.39190752766286,1.19559799204524,0.57567023594466,0.524477030599576
2.64687259829721,4.05659747830428,4.24525466687167,3.37896978362982,3.5372849617595,3.0301072194346,2.40954569598948,2.49256538609405,1.56373962436873,2.01064937453351,1.56547476585286,2.00703468878893,0.5849615552519,0.801302908884999
2.47425864034081,4.47550192308998,3.87876151357468,2.39771897227885,3.39237388373264,2.16562893857347,2.99737371018646,1.97938297062125,1.8881672498235,1.73993604441154,1.86673219736223,1.70551033964149,1.1509677307235,1.07773934748414
2.40430112628832,3.96027980312485,3.85386541953296,3.05383590794914,3.44912880783053,2.87820543321316,3.313583252684,2.82008348008917,2.15447725579728,2.30776379301768,2.15717491190522,2.29902933009137,0.728296485589149,0.809272375594563
2.20502805299221,4.45938718721057,4.24658913283884,2.7089109946109,3.14222727410271,2.21080282777806,3.02224454101034,2.15803825667297,1.91047560186502,1.83263285406137,1.91104943227066,1.82297315793099,0.404595790346103,0.375319530116648
