"","detected_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","ka","delta","cmda_1","cmda_2","cmda_3","kf","ks","tm_1","tm_2","tm_3","effv_3","effv_4","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
"52",0.852237587630233,0.948292613220019,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,70,50,45,634,9,10,11,92,92,1,90,99,87,4
"53",0.848678496494869,0.947100947338278,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,30,45,634,9,10,11,92,92,1,90,99,87,4
"54",0.851754858791085,0.948143171201248,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,70,45,634,9,10,11,92,92,1,90,99,87,4
"55",0.845420238511619,0.946059255359222,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,15,634,9,10,11,92,92,1,90,99,87,4
"56",0.851908842163419,0.948172146997807,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,60,634,9,10,11,92,92,1,90,99,87,4
"57",0.849029747269468,0.947252268496089,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,500,9,10,11,92,92,1,90,99,87,4
"58",0.851487470671019,0.948019578982063,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,800,9,10,11,92,92,1,90,99,87,4
"59",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"60",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"61",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"62",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"63",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"64",0.850273933637192,0.947641748296831,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"65",0.848346823849705,0.947012851532323,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,70,92,1,90,99,87,4
"66",0.850867557219739,0.947835324772558,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,99,92,1,90,99,87,4
"67",0.850273607979349,0.947641660457605,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,70,1,90,99,87,4
"68",0.85027475696027,0.947641926280558,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,99,1,90,99,87,4
"69",0.850663513627623,0.947783888400574,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,0.25,90,99,87,4
"70",0.840425442804622,0.944271005844929,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,3,90,99,87,4
"71",0.768602784246465,0.92150723133192,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,70,99,87,4
"72",0.870774432863306,0.954176094316876,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,95,99,87,4
"73",0.832086347053012,0.941870658945639,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,90,87,4
"74",0.852294658940678,0.948282414768917,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,100,87,4
"75",0.817892417570767,0.937259823556457,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,70,4
"76",0.865541264361577,0.952527664881866,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,95,4
"77",0.84833342388376,0.946888928832368,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,1
"78",0.867112564879767,0.954166664728723,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,30
