"","V1","V2"
"1",41.7340214379387,45.2807934805674
"2",7.2534670826326,5.74259787482613
"3",7.72537104386356,4.80249598993864
"4",41.2945434188431,44.8575253659835
"5",38.92388614852,42.0909766306217
"6",46.8861434606901,49.6797237753314
"7",38.8809032579244,40.7560084018052
"8",12.2707079802983,8.83554280937291
"9",35.9997237970551,37.479407458612
"10",3.83538689011956,2.8101154773118
"11",44.3180584075015,47.2322109342898
"12",7.03565310748616,4.48538740671945
"13",23.8824059698441,22.4321706194835
"14",1.93397782200514,1.39273143517571
"15",51.1509936316519,54.7309215201874
"16",40.8441398838293,44.9231035922751
"17",2.90850503226693,2.00668101290806
"18",28.1779430259767,27.859503024133
"19",44.2203660100572,46.8425890880049
"20",21.1034859972273,17.9651385688904
"21",28.5691247816526,27.8894394066099
"22",31.4137028990419,32.7177225225459
"23",31.9036827133335,32.2323098102347
"24",34.6009968071293,36.367061567658
"25",39.0828492689106,40.8461254858616
"26",20.6413264312046,17.7422696331352
"27",38.3629335481413,41.8243048525084
"28",13.9801134751844,11.1368518489736
"29",25.123466371565,22.9116643489687
"30",20.2810205819435,16.4791714864956
"31",38.98411559647,41.4789740482095
"32",14.6517912679785,11.6242134277689
"33",55.557277116342,58.3434862462834
"34",57.2935413426306,58.2208657299396
"35",12.1312377080565,8.90127762699817
"36",45.4124872903409,47.6829865471272
"37",13.239530885141,9.87671840688526
"38",13.4243702666899,10.7274393124395
"39",40.9251336197119,43.8165938835568
"40",9.45826973632066,7.02770729302527
"41",53.1736199245206,56.3881967704274
"42",25.4949898006329,23.8945537532289
"43",10.712585836896,8.24240338870301
"44",48.9850333157538,52.7827244592031
"45",35.017516625057,35.4657161889097
"46",41.7763521082602,44.6560980837231
"47",13.6256678271354,9.65607370012142
"48",50.3705965160368,53.3208719738896
"49",48.275130644158,51.8319423103711
"50",20.175551638975,15.4147784098583
"51",3.28736881564956,2.71625722124281
"52",41.3142110645213,44.8302072299127
"53",40.851678306262,44.6777502652714
"54",28.4031156586202,27.9342017250536
"55",44.6134923532561,47.7024275565885
"56",14.2848633351707,11.1557143736937
"57",3.86568662813214,3.18513107543924
"58",9.1529907845284,7.06924811310922
"59",49.8340392906992,51.9686640760114
"60",47.1663042173899,50.4434886059054
"61",28.636564655406,27.8906125398184
"62",59.1472529860641,58.9812364720343
"63",6.75121530805482,4.41825663864734
"64",38.9320882607763,42.703700819245
"65",37.6615150571681,41.2315271137166
"66",6.99623528041884,5.23304835382982
"67",5.85126188283193,4.06115869166574
"68",42.4941537105699,46.0592426855591
"69",21.3012684405362,17.7371979679161
"70",3.24515687804631,2.41121538430704
"71",26.5422884014004,24.8531050778112
"72",16.0398641182615,12.2038865834441
"73",9.30145279342832,6.62966430228001
"74",36.6131895138553,39.4969892071889
"75",7.09806595619886,5.14043733808226
"76",4.46151230591321,3.31525012283032
"77",13.7340782280488,11.0723983593205
"78",42.8371681802114,46.5173842628115
"79",39.2389511912681,42.1747107538495
"80",5.38230451512082,3.38720746085183
"81",34.1931272040715,35.4894327160097
"82",16.7798691752254,13.1341947960824
"83",43.5991891741678,45.9705162003752
"84",13.0966322720447,9.84111989449151
"85",43.5251441126922,46.2954594977972
"86",12.0607542044399,9.63666864186319
"87",37.398359125637,40.2399227759662
"88",1.50732013479465,1.20140415454681
"89",29.2429840867656,29.9645981642255
"90",13.5722983705402,9.05496056873316
"91",6.38104388990959,4.13705174999298
"92",49.695643207592,52.052504586926
"93",26.4738838328822,26.0779339967063
"94",8.48798728858947,6.02860430216584
"95",24.1171515099361,21.808553636954
"96",13.1301740100085,8.83400940355148
"97",26.9331018713559,24.9949007114783
"98",22.0494433226185,17.8262584521536
"99",39.6776047152315,42.5791865968756
"100",5.87851923624457,4.51923751488233
"101",44.9352682636154,47.7156507852464
"102",14.3181459229902,9.64781562598319
"103",30.2851262242646,30.6361110755815
"104",52.5440741480799,54.2214417850392
"105",48.6297541066966,52.7554467300785
"106",52.1060716402872,55.0696960640648
"107",9.28655063667265,6.31147045253733
"108",14.6356834336049,11.6193932172682
"109",39.6952165139904,43.8812791472862
"110",4.21588718453695,3.75455234278236
"111",33.8766246627403,34.3464255443935
"112",30.6008505091186,30.9270715575741
"113",3.80784654252884,2.4308883339519
"114",37.4811358875534,40.533896598344
"115",34.9049916124992,36.2466395209388
"116",49.1045711676325,52.1337316311104
"117",27.4927888271488,27.8934339922164
"118",30.519065901744,30.7557685194903
"119",15.3430900134859,12.9783518617481
"120",34.2383686204604,34.5766031721957
"121",6.53078647654492,4.63973718402099
"122",19.51934355347,15.9060557334068
"123",9.48131532618631,7.23617743283206
