"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
0.173826830092747,0.107481759488943,0.0272419247076959,0.0883878777073483,2022.5,2022.75,0.164754647593623,0.101946097260612,0.0188519806050468,0.0700125465706538,2020.5,2020.75,0.00907218249912464,0.00553566222833066
