"Off","Off","On","On"
0.780839367688764,0.881061760873977,0.733362875475442,0.718518143041456
0.727885929228761,0.697454915632896,0.71655187321312,0.662795167448784
1.32394623714399,0.948702753397841,1.29158702326553,0.892822507852834
1.34232739643118,1.16821926770802,1.31974644312235,1.12439590241461
1.12431831545655,0.969860320248642,1.11775320200903,0.956101594174363
1.6696738306122,1.15654848065153,1.65408437671429,1.1242400124809
1.22447833148685,1.26896386093959,1.2219946217704,1.25886059641613
1.28997242456941,1.08241502037062,1.26248731568463,1.03925618461105
0.923027583297509,0.700668779930721,0.856418831526704,0.597367950833299
0.6778943238116,0.659406531766485,0.668469891539943,0.642990354755654
0.973402437687888,1.07510921146377,0.966832425850782,1.05598887692975
0.960572069009845,0.809733175900077,0.933536217329684,0.765503030626766
0.921799991293347,1.08641234794455,0.916286791644806,1.06591890855304
1.03881192534007,0.752515456231794,1.03878731852862,0.749902771937906
1.05702557882422,1.02351402220522,1.0270399637318,0.970670534700273
1.10371759564216,1.23179836847625,1.09904312605283,1.21851637750075
0.79772128371332,0.81497082539497,0.737486257233151,0.644073537069721
1.32399280394394,1.34883473403861,1.3206651281157,1.33987012386072
0.885780562217556,0.959317663300841,0.882162578502957,0.945570733605451
0.830809318314205,0.859597855265677,0.780727378493585,0.6901832631648
1.12017156803624,1.32278609644271,1.08630619227001,1.24385446048121
1.42455332761562,0.982910739466494,1.42005409184057,0.973963272981607
0.966206012425337,0.822756001264952,0.966838982254048,0.819406393925027
1.00811530309164,0.783897819943474,0.933876174845592,0.657685350284423
1.16154895849132,0.973170249249322,1.07174604199948,0.833127739780006
1.11251540514775,1.17842021328743,1.10407697498813,1.15262962317813
1.04883730817633,0.938413529101084,1.0392775768689,0.916172869724155
0.860863941390659,0.988239141039643,0.858097592178637,0.973941510756072
0.822385201130169,0.872451629827683,0.820999959552616,0.865547643659967
1.28938829475829,0.931149080021058,1.25729813971192,0.878881327965562
0.918528569409439,0.896584596479063,0.903860593945233,0.869024301775181
0.561640671487766,0.635099695367633,0.56111810425497,0.630033231281617
0.697182357220673,0.835328552754341,0.690431303317451,0.811564988901298
1.39840300967154,1.01099546403667,1.37643824969325,0.97643526362882
0.729925307567989,1.1000074247158,0.715104425889009,1.0346521340836
0.969906732679809,0.907478781482039,0.958999873974386,0.8666486442705
1.24842735795827,0.924646351702554,1.24883033682271,0.922860941423269
1.39440303063129,0.964366975871503,1.3693354820957,0.922977511559833
0.986909499443053,0.859828936601849,0.940184282162116,0.784741406688627
0.642024018478108,0.782863360740941,0.619231912139552,0.720197387850322
1.03193792755801,1.0178769180707,0.932507424417078,0.837756166449928
1.31245975114596,1.40344241581033,1.31005270972271,1.38971841608137
0.773687856016676,0.598305185524399,0.771630863937545,0.593200266781934
1.08286012992641,0.86413310363826,1.08056727884764,0.855604482625161
0.898754531654921,1.03024332178298,0.898637054628546,1.02646152950912
0.591711012262819,0.72125475849367,0.539505649624095,0.574148217669798
1.33950144737612,1.13918534073505,1.33875689417466,1.13449009363852
1.11788224779981,1.14464674277095,1.11359135977157,1.1296358088834
0.632385989356498,0.622360897012575,0.632293448205401,0.620381994572785
1.13393108253601,0.840117152828322,1.13180742714179,0.83366147125375
1.12963035465806,0.749784404432463,1.1071807794768,0.717768291048238
0.806794446205649,0.810391011308832,0.718156807039679,0.632571897091231
1.15171959298084,0.944481672913023,1.15153988686019,0.938774589421026
0.830406906073261,1.03765310172063,0.814703333167761,0.974193579468862
1.47204643788691,1.14845234998136,1.46627027552153,1.13366492313967
0.906142571584987,0.917612665767455,0.881502132231911,0.870829027554893
