"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
2.17999063067954,3.39806649860253,0.207482160123526,1.421399789335,2019.58333333333,2019.75,1.04037210753519,1.49647883221417,0.0533564735786738,0.394740862220073,2020.58333333333,2020.75,1.13961852314435,1.90158766638836
