"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
2.17999063067954,3.39806649860253,0.207482160123526,1.421399789335,2019.58333333333,2019.75,1.3037947008924,1.90805880813018,0.09524424464264,0.666814803511286,2020.58333333333,2020.75,0.876195929787146,1.49000769047234
