"Base","Base","EDAT","EDAT","ITN","ITN","MDA","MDA","VAC","VAC","MSAT","MSAT"
2.80092559396063,4.99707668411636,5.21660622211309,3.36519008356045,4.81083953027617,3.19641708580152,4.8134453689072,3.19192656836072,4.8017362426099,3.14601648756006,1.69530585764272,1.09505517098224
2.7984788864394,4.99236643850238,5.28576769842438,3.308142615315,4.56321251705299,3.02167705259787,4.56472968744546,3.01567616594526,4.54265442196604,2.96887642042378,2.25987626285962,1.44243089575591
2.80123512859882,4.99764978754023,5.10916520230519,3.44385599802484,4.46846948449584,3.15956421774915,4.45330903492653,3.14255406984382,4.12187894984427,2.85131152623532,1.435708182595,0.998302668528373
2.79740639182142,4.99029207571088,5.0191490705603,3.48448488837809,4.40440642484774,3.20149200963776,4.40769184100642,3.19665003321526,4.34124658466118,3.0963572834372,1.89126790066076,1.32651141092709
2.7972096901799,4.98991219875487,5.37460459271852,3.25631156085767,4.98735520365281,3.10567806563562,4.96587705086067,3.08077082780462,4.00531099082962,2.44001487353799,1.26573294357531,0.800933326387215
2.7979867620887,4.99141775274121,5.39101907756643,3.24575856157469,4.80081077859439,3.02260607292828,4.80407432017262,3.01420225175716,4.79341221646832,2.97531176272655,2.07956692230121,1.26265804792396
2.7984200345907,4.99224453013919,5.32827434425544,3.28948142863026,4.7631681175459,3.06834169650626,4.76488502413816,3.05961833982315,4.72449152779398,2.99174724385197,1.31366343053886,0.842791216892817
2.79890332932805,4.99318578835123,4.70503914027604,3.70299692046035,3.98875031352222,3.31495766624456,3.97298931472637,3.290309380299,3.23182481747499,2.61424180755669,1.13946330809618,0.940037003594659
2.79989677816861,4.9951028307265,5.27205569792196,3.32844090857894,4.65910310957911,3.07926738288454,4.6583008534545,3.0689301725537,4.45836637852785,2.88254669655764,1.79880195729559,1.13319161091035
2.79883244580592,4.99305111370168,5.79940215831083,2.96847482041668,5.15686472575277,2.7750010471953,5.1593158800225,2.77144228999713,5.12206925368186,2.7204004039261,1.60402797327585,0.846164858117833
2.80014787107044,4.99558619063908,5.53896393628635,3.1449722459103,4.94578107552284,2.93826283104304,4.94551854409556,2.93127557156141,4.58759207983676,2.651049701812,1.87370760132433,1.09912493100458
2.79871553981966,4.99282264963586,5.49921342037188,3.17127729548467,5.17191785063862,3.05458854497725,5.16480728340826,3.04203615304828,5.0456295423741,2.93026842227606,1.0491333831082,0.620693374720424
2.79870109110512,4.99279539792567,4.82039129244541,3.62352325521848,4.41680257141108,3.41592019961857,4.42068615396808,3.40911315810641,4.42256431194328,3.39246304043721,1.85575975808439,1.37980645290229
2.79680668674446,4.98912890516396,5.63112034124538,3.07465772283543,5.30740913095455,2.96682583600091,5.30801291457241,2.95747579146471,5.13221767436168,2.81109082807769,2.12290874595698,1.14464304473887
2.79739052362143,4.99026139635744,5.53105726576837,3.158150323247,5.22696032836999,3.05050034449956,5.18511718080114,3.01287938705444,3.91569017158946,2.2715661701714,1.48668022469321,0.864992152689519
2.79876116358037,4.9929130375262,4.75057180010485,3.67438855822011,4.02797335362511,3.29036971945834,4.03096727796741,3.28260991544668,4.02092602771158,3.23614353094895,1.44632045091292,1.15236953431783
2.79917677857862,4.9937107747702,5.16915493958067,3.39280215712937,4.52825534328299,3.12146014893314,4.51618992794798,3.10322959005716,4.05073205087996,2.70583244803826,1.363968061887,0.919395057611482
2.79961739832874,4.99456196109195,4.93336068570876,3.54987193740313,4.5749423624356,3.37607229030653,4.56320622711268,3.36034605328542,3.61647742800946,2.58334689040032,1.26170824218297,0.903154123741554
2.79641756479354,4.98837223929791,5.68718326676058,3.04221545555949,5.25004322899512,2.90278250057272,5.25489125522818,2.8957857984594,5.25919043826002,2.88179837127913,1.92233104013329,1.03022367887476
2.79918221566381,4.99372453060979,5.0134329610091,3.49789945944861,4.38082277890338,3.20331618000885,4.35103572001502,3.16879506580114,3.40576875495183,2.45055793706574,1.26970747992968,0.936698596732726
2.8012668129412,4.99771194725784,4.57605579536552,3.79598710861399,3.86976621325956,3.39161504322567,3.84081352552958,3.35942604016756,2.9360189567622,2.53606926804582,1.2986318158406,1.11265080185541
2.79696883560514,4.98944375168575,5.24086566780944,3.35512508452709,4.92182690021945,3.22060059143231,4.8701559201755,3.16782016189439,3.59039567501304,2.3334189972626,0.844363590192034,0.588550212230478
2.80041757830054,4.99610354050379,5.54693248800686,3.14379086210925,5.22118733315651,3.02974503001373,5.21221738050439,3.01805892436386,4.85753780223308,2.75933479620929,2.09759789926625,1.17973678164909
2.79847438361622,4.99235847482527,5.75448180852178,3.00291198938908,4.98498061900941,2.76715040272077,4.98862461012587,2.76156526200702,4.92480758751064,2.68477690535907,1.90284287877897,1.03576721821817
2.79684159011276,4.98919304375055,5.16498076583786,3.41159138731868,4.4388677081754,3.09334430340295,4.44034195951886,3.08181828130142,4.41698916550472,3.03093375090185,1.70255848227805,1.16304797514719
2.80083153873679,4.99689825328565,4.70370810160233,3.7091588790741,4.2076553619985,3.44106211287329,4.19847604917993,3.42411952825692,3.46592758050141,2.73138648354819,1.18465065380695,0.95150627145225
2.79944659043453,4.99423252585776,5.40440555735163,3.23463105509587,5.10763305476872,3.12247087919229,5.06812505194244,3.08669458074262,4.09994206682091,2.47331643907118,1.83565809779416,1.11279864007785
2.79897326484574,4.99332260083167,5.29160364296813,3.30743414966262,4.61525115445601,3.03814168378338,4.61753417302888,3.0326242960265,4.57152230778341,2.95584430123671,1.65907205586355,1.05102185931014
2.79833759694301,4.99209461764914,4.64747918749407,3.7378484573226,4.1430135701244,3.45706492516012,4.12850935315808,3.43170389060139,3.46322834216521,2.79762673452408,1.30462273396302,1.0576573319675
2.80019779271443,4.9956793390513,5.82190079124617,2.97202571420584,5.45172580583265,2.85824794191566,5.44823103540217,2.85165482076981,5.19419133513397,2.66481990399599,1.973306510699,1.00661257410406
2.79814235499239,4.9917167412372,5.61141201952578,3.10764871734971,4.92707947535151,2.87279725517236,4.91197893177239,2.85171525808857,4.4247664433288,2.51171195816296,1.59167199489569,0.894211145499039
2.79733339154286,4.99014978061847,5.06880601698129,3.45217649686076,4.61734288121737,3.24898904452499,4.59085732121619,3.21593227499671,4.11577449182162,2.80622112415366,1.18297103603866,0.831348793681855
2.80034599808537,4.99596737201751,5.26084895071839,3.33770436255107,4.71479166422074,3.11253876014622,4.69557206187923,3.09400550552,4.12617968591603,2.65275755251872,0.914337206207788,0.620261993438033
2.79667801181298,4.98888070537106,5.83905782853922,2.94106195975451,5.38225792951333,2.80672264156401,5.38631595784357,2.79996415236256,5.20748832443386,2.64923433685322,1.59558725798252,0.82060520477422
2.79830623614725,4.99203377618339,5.62590245972474,3.08142589230753,5.00936444485196,2.87776259091779,4.99732529816136,2.86325983649752,4.1474250219217,2.33953091818708,1.2059389098787,0.698310544844038
2.80019260313965,4.99567063505246,5.57783528017751,3.13892197721922,5.07927552274987,2.96501621238367,5.08175379064806,2.95661223191671,5.03189267971923,2.88646946550779,2.06784978582225,1.15658691295324
2.80033845187013,4.99595275242325,4.94058409626508,3.54876358567772,4.28982556540637,3.2351251425455,4.2484524308326,3.19312275002937,3.29540616538733,2.42969244429264,1.54108753839474,1.12952759691253
2.79995049046692,4.99520575046847,5.28779519559051,3.31227985165106,4.69505946847343,3.07688622562566,4.66746198476498,3.05020810882039,3.40471639782409,2.21127849455045,0.829301756444864,0.566297723945062
2.79654710750446,4.98862131975142,5.20584802046596,3.35627478124588,4.6121795383594,3.11030358731723,4.61418759472041,3.10322361391727,4.39719959326898,2.89599797338562,1.76469303032326,1.14260820120423
2.79873258543952,4.99285786757661,5.75297086643513,3.0065122359181,5.24686821678751,2.84842083771549,5.24941487982242,2.84326605876022,5.23589237081045,2.80590846681095,2.51479723114321,1.31698081548695
2.79734360639813,4.99017028747708,5.00212920909194,3.50818659775544,4.29865646191329,3.17717089028111,4.30179768398298,3.17025907458371,4.3012557047473,3.13651348076489,1.60912799217498,1.15840696737207
2.79932546588812,4.99400297117851,4.92775995731389,3.55520402740486,4.5240647064093,3.35912050620886,4.52794311579787,3.351814200189,4.5309242382057,3.32670387434121,1.95803210334523,1.39016016935628
2.79830279406707,4.99202784794165,5.63475951256979,3.07642017694569,5.08468355584966,2.89449917755348,5.08802928295828,2.88977802923975,4.97298367345366,2.77674716282006,1.77902917722163,0.978718147863764
2.7965955934103,4.98870996347989,5.41055467650721,3.23609602291466,4.96619017600277,3.06775640119831,4.9664204903457,3.05599597584712,4.78474725284404,2.87347350875756,1.70666554747086,1.03155151861932
2.79940666655676,4.99415632876797,4.68444386089505,3.73123762946824,4.02400325058316,3.36941838716435,4.02754563506055,3.36206647792031,3.9361829581249,3.20754525134294,1.77560808307642,1.41118722227375
2.7996068996245,4.99454331769417,4.94166597271065,3.54631957454237,4.57463951655554,3.37088145501074,4.57172982676221,3.35925181989459,4.35684938872884,3.1074215750398,1.29589646566917,0.917538644953225
2.79989755227407,4.99510291472253,5.81914281305409,2.96746400123177,5.1616322050334,2.76845836724806,5.16479698267999,2.76434812035886,5.07554381708918,2.66913057260194,1.70098881470813,0.905866016985929
2.79815524931046,4.99174212956597,5.05037881253825,3.47576345020467,4.37004052821139,3.16356729165003,4.33673063203527,3.12664884009752,3.42668152305673,2.43544823077545,1.18382402133684,0.848806841438256
2.79953083053733,4.99439842855136,5.80716792996433,2.98545667371731,5.28431835372935,2.82602953674615,5.2868920774234,2.81583123751678,5.24640836204014,2.75762145118284,1.31804178598954,0.702352187351191
2.79967919053266,4.99468114853403,5.733324189715,3.01937319030662,5.28480978432122,2.87798507711364,5.28824455912828,2.87334536602239,5.29402117911941,2.85362152212041,1.78192438344261,0.938370455331427
2.79827576504408,4.99197455877355,4.71351953597545,3.69318320588399,4.07849305169051,3.35246440280692,4.07966109935555,3.34012519599029,3.84868418703204,3.08028990245019,1.13179078931063,0.909140068920637
2.30911435763979,4.52703646335525,4.46421605561873,3.10621383122917,4.49047200869235,3.11897449444983,4.47287861736913,3.09665179267988,4.2346171453783,2.86643569395588,1.99702403147905,1.33314852329816
2.31183232568449,4.53274992401879,4.24297347710528,3.24612732311653,4.25191964392853,3.25101716296885,4.24409656392182,3.23712261618772,3.65856517066215,2.6991544467697,1.75584637685915,1.29681541900475
2.30850880605312,4.52575430482903,4.63409954143689,2.98159838493424,4.70970359166282,3.01434484459393,4.64881745785021,2.96395611818446,3.87189922153767,2.42135694961393,1.36691160789054,0.885142722839111
2.30832281367039,4.52536033517189,4.87720980820522,2.83253827192297,4.88490738803936,2.83551221023661,4.87811858439618,2.81774926109744,4.5364924496564,2.56202965689217,1.72314206038421,0.993897809816053
2.30935876516778,4.52755164090715,4.26511798856873,3.24886038544438,4.32510695561842,3.28217353470783,4.31883909104647,3.26051574937972,3.9847845748355,2.92196585101788,1.53865789876836,1.12216258182107
2.30821096288946,4.52512386978555,4.10059501107589,3.36059750478569,4.09299614328375,3.3559815845601,4.07381694260149,3.32464143296668,3.67117690411651,2.90899343094509,1.78385694943438,1.41289148677741
2.31030154692845,4.52954035732955,5.12953995746622,2.66347614392726,5.22116733906971,2.69358359018037,5.22273473013738,2.68814630934315,5.18173941190781,2.63670350395037,2.52086381760181,1.27718764037853
2.31185877013443,4.5327946402598,4.08841534000797,3.35926675772438,4.05990641266789,3.34208828362819,4.06014348515208,3.33077781080328,4.0482361916963,3.29215011809725,1.84113483411087,1.46968639655276
2.30950611919147,4.52786188541105,4.63026091282394,2.98175328491617,4.64668875538203,2.9888530225004,4.62940567817976,2.97044754230616,3.28815292992704,2.08921803158343,1.60118717268231,1.02144149651924
2.30998657492496,4.52887807863761,4.9596331713627,2.79158038858828,4.93110876623658,2.78090544701836,4.93234062551602,2.77157522515524,4.91379657039553,2.73196318593496,1.43224277621983,0.840386965841783
2.31155734691407,4.5321802863065,5.22554385112458,2.62957622967528,5.2668769687829,2.64274199442535,5.26653298120574,2.63443177974111,5.15192566011621,2.52730851401599,1.50068757970105,0.762253563836731
2.30820485739727,4.5251122370868,4.72089923595894,2.9159514122701,4.7015098570549,2.90791447170018,4.70127934542575,2.90036508571242,4.56934786736948,2.76452382433146,1.92810938895911,1.15811782659269
2.30980640191246,4.52849830755976,4.67041810735892,2.97127888185892,4.66304326782702,2.96805297137566,4.66389156147156,2.95599617163775,4.63761484415865,2.90579935985375,1.77701256342673,1.11967692166252
2.30975504943112,4.52838728407519,4.43897856780109,3.12145678470242,4.50909880430673,3.1561756335515,4.48958931608502,3.13719191831008,3.37408693292856,2.31068278598201,1.68212028606955,1.18262999233572
2.30945837789349,4.52776113542449,5.25149698994668,2.57926518724552,5.21952575601394,2.56957651042172,5.22074244910227,2.56547178206404,5.19655475895291,2.52545804609887,2.51705758131405,1.20931481032589
2.30903238297406,4.52686335838662,5.16993563108453,2.63413308438917,5.27740517095086,2.66878743537971,5.27852707406951,2.66174813940831,5.26715983316821,2.63240499627399,1.59871408024041,0.813025385571118
2.30826171009253,4.52523125405768,4.6840682720037,2.94088613044004,4.78260055896166,2.98251823314132,4.77878573980368,2.97014742714739,4.71368154951844,2.89633255833356,1.74789163128195,1.06259691730902
2.31163338164779,4.5323403953182,4.26005301929747,3.23371156872647,4.28790544182413,3.24874820893432,4.2846534660932,3.23863361577395,4.2279202054576,3.15292182722688,1.40398682503679,1.06889973327341
2.30884939220791,4.52647574848214,4.25594347425926,3.25972983194828,4.37576841741063,3.32624170344249,4.3491714550063,3.28936154068932,3.86432382172333,2.83514227356817,1.50331961855424,1.09587525654701
2.31157528418676,4.53221960122279,4.39999068965462,3.17922997723326,4.38158502670681,3.16965336779589,4.36863442499249,3.15641893669108,3.30547810874967,2.32273008421219,1.26044712704767,0.919435970759231
2.3104486741212,4.52985015686687,4.19882406524694,3.28918764572773,4.17277654964892,3.27431102987089,4.16233636206139,3.26499743588148,2.70265724566858,2.07988257979653,0.939421272200964,0.773497293967551
2.31156133029263,4.53219040289088,5.20740428192,2.61739096010658,5.29122328973309,2.64373477921204,5.28644200827526,2.63728307177399,4.84836976578,2.35307409733347,1.92256598219848,0.939855258864567
2.30931866285315,4.52746762398287,4.95454145935784,2.77952211668657,5.07793052422408,2.8245888289608,5.0760616728842,2.81561271681157,5.0536321968282,2.77719251492615,1.80685846651548,0.979578756553257
2.3090422714296,4.52688405886419,4.87411771822611,2.83716304984668,4.94005206855427,2.86234630399666,4.8939034728411,2.82716494733654,3.59536284277269,2.06292732534651,1.35508185743946,0.800549476748246
2.30904917225512,4.52689645269489,4.35483517644364,3.19331431341696,4.36280205624752,3.19747452148202,4.35855723376698,3.18108356169104,4.322701784745,3.11410058215744,2.26982023943024,1.61214474422785
2.30871498811421,4.5261916781703,4.41096139022288,3.12249123740881,4.52967261165732,3.18140674691087,4.47326535887555,3.12995684806304,2.89631149387801,2.01397354787927,1.02577910680626,0.732839662222153
2.30870893860333,4.52617731206924,4.45937606201523,3.09030105296484,4.47921764980998,3.09971985453131,4.47560073298149,3.08732011650513,4.43065395898767,3.02124767360295,1.78801064335561,1.20942809387373
2.30869581341599,4.52615100135045,5.19142947917016,2.61870553643863,5.28622599812021,2.64844954696601,5.28786364868493,2.64077056534021,5.13039547483781,2.51530325784142,2.30075065531156,1.14860453387145
2.30984194160956,4.52857295778581,4.08086398516736,3.34933226469303,4.18201156183119,3.41010108595603,4.18077938581256,3.39792525133965,4.01830429635639,3.18233977362056,1.54643750414174,1.21030839048214
2.30894299345036,4.52667243401603,5.09798217867301,2.68047500955483,5.20471344772068,2.71621901831759,5.20283484875922,2.70617378758086,5.11930049304138,2.6262459325987,2.48310238439321,1.28719511079255
2.31027779334027,4.52949000448053,4.59024023269945,3.02884652441354,4.6340866510789,3.04892858457407,4.63314791764186,3.03894864570636,4.56042239373869,2.93754275656072,1.48079104308158,0.979668197050519
2.30977361343848,4.52842728640457,4.37221489054613,3.16867278176623,4.41529931096334,3.19089038255895,4.4065731289938,3.16887481409578,4.16376477090599,2.92390540043505,1.38008746495998,0.98877043443453
2.31004654470189,4.52900422347179,4.10775910747602,3.34111884328609,4.14204110810392,3.36156394398059,4.13029789984349,3.34636575597186,3.33001860590276,2.60900630133716,1.08901925956763,0.893253719117188
2.30911053313272,4.52702723964625,4.67715525624749,2.95443166821972,4.73023703122533,2.97723568526721,4.72531604533522,2.96260067659161,4.60749147932631,2.83900792933661,1.64987550214133,1.0105450232294
2.30924135130514,4.52730380306178,4.86227686850926,2.84294609878157,4.8796127834683,2.84967706098823,4.87218582124796,2.8342802379599,4.7041003985985,2.68667361800306,2.06904526639661,1.16631514759736
2.31130582918241,4.53165360662774,5.16071984800691,2.64667234125752,5.20868428547274,2.66199291542006,5.20636549617952,2.65507840134919,5.00734867804508,2.51175249062466,2.19703236544914,1.11675301660064
2.30871197807673,4.52618511002093,5.09729631946527,2.68048360923885,5.20460682646838,2.71636190278047,5.18437792463805,2.70027336014777,4.32483248606541,2.22158914059745,1.8867216592982,0.991207655028176
2.30905063422884,4.5269014714507,4.9000336029688,2.80899510281865,4.97658411404097,2.83774322829465,4.97834901107771,2.82874442829494,4.92623876559828,2.75849105922119,2.08716054511791,1.1488555347561
2.31148491434638,4.53202942225385,4.78914299791281,2.88952775572612,4.91294176393617,2.93943563174779,4.90662236103659,2.92954871431051,4.75969304204728,2.78777920856622,2.19677913256943,1.28850008770051
2.31086314917261,4.53072313988267,4.46720714060019,3.09300688075101,4.53674610924709,3.12657788745242,4.5377922039393,3.11939258465497,4.4281613507975,2.99247297334759,2.18266070844618,1.4682928574344
2.30862517135924,4.52600157654237,4.90651927417234,2.79660884389383,4.99540259396487,2.82975055717532,4.98883011818316,2.81977966553198,4.81025897866679,2.66472694846533,1.19525525853998,0.689527310019332
2.30935134418383,4.52753490203486,5.18839907677232,2.61949607475426,5.18210568823361,2.61753239200689,5.17105673915605,2.60876470982686,4.29771682134663,2.13878846047113,1.6531595787454,0.86323616001294
2.30933114308381,4.52749401001946,4.85831219934787,2.83227227186184,4.87080902080422,2.83708877283794,4.86904264136222,2.82829368522561,4.83736783772848,2.78467420256644,1.57428419963335,0.903592667389039
2.31186016976937,4.53280281888406,4.92726495291629,2.79841832449378,4.98437620471926,2.8196231913912,4.98583804727755,2.81375179260894,4.98315429563949,2.79824907922035,2.09689815110355,1.17255681133
