"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
2.02882174193448,3.12418258887955,0.172464486703324,1.18530523277789,2019.58333333333,2019.75,1.31528824636016,1.92705998361442,0.0972441882421205,0.680654426879662,2020.58333333333,2020.75,0.713533495574324,1.19712260526512
