"","detected_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","ka","delta","cmda_1","cmda_2","cmda_3","kf","ks","tm_1","tm_2","tm_3","effv_3","effv_4","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
"1",0.247363548532698,0.13411841692703,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,12,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"2",0.250233435108252,0.135383578785505,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,1,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"3",0.250270272713161,0.135431130430689,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,8,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"4",0.237718838919931,0.129155527461378,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,1,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"5",0.255667979897169,0.138093762819087,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,12,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"6",0.253924144718693,0.137307741463842,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,30,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"7",0.247502402998548,0.134016864608087,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,60,634,9,10,11,92,92,1,90,99,87,4
"8",0.252314188625209,0.136395493578407,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,500,9,10,11,92,92,1,90,99,87,4
"9",0.248206634489797,0.13441137616751,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,800,9,10,11,92,92,1,90,99,87,4
"10",0.250234799684719,0.135388373686304,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"11",0.249242686007553,0.134887822132726,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,99,92,1,90,99,87,4
"12",0.250235343951507,0.135388600821656,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,70,1,90,99,87,4
"13",0.250233423677919,0.1353879134546,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,99,1,90,99,87,4
"14",0.249583700836158,0.135020824769704,10,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,0.25,90,99,87,4
