"","detected_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","ka","delta","cmda_1","cmda_2","cmda_3","kf","ks","tm_1","tm_2","tm_3","effv_3","effv_4","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
"1",0.248271825549275,0.134107736331287,1,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"2",0.253175989828763,0.13728411919243,30,20,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"3",0.017786240153785,0.0474407531814476,10,5,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"4",63.4513482245644,53.2699375644671,10,40,30,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"5",0.250234799684719,0.135388373686304,10,20,5,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"6",0.250234799684719,0.135388373686304,10,20,60,25,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"7",0.316349513929008,0.175047005143011,10,20,30,10,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"8",0.237282674981534,0.127034583120834,10,20,30,50,70,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"9",0.32721935582812,0.181703581600587,10,20,30,25,50,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
"10",0.239561209813864,0.128502134154429,10,20,30,25,90,30,0,15,1,1,1,5,15,30,1,70,1,90,1,90,30,6,2,5,50,50,50,45,634,9,10,11,92,92,1,90,99,87,4
