"","detected_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","cmda_1","cmda_2","cmda_3","tm_1","tm_2","tm_3","effv_1","effv_2","effv_3","vh","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
"1",3.24737920942399,2.23986056890365,5.17708153859712,14.0747751330491,30.313819765579,27.6914384122938,53.4167032316327,18.8132133358158,64.7687515500002,10.4488218389452,6.61988237767946,5.28680153668392,11.2388840339845,9.10795672796667,8.4759109087754,36.5641736704856,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"2",3.2043480465015,2.29045952370202,4.77988972025923,14.3637322320137,51.3759053405374,29.1662212461233,57.4735449068248,27.4671782483347,10.9311352623627,17.8236385062337,3.26194325485267,10.1512193350354,14.7802850060398,3.66325964592397,8.78022548300214,25.3720716945827,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"3",3.4054701288727,2.34226772474417,29.0027464292943,17.6046490657609,50.9629387618043,31.2921049073339,76.3520014006644,35.4592095885891,8.51077111903578,5.62874685041606,0.904015873558819,8.76818526047282,16.9954737471417,8.58084392547607,14.4595399850514,32.8662887471728,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"4",3.2410107413366,2.45740726614016,13.1838615240995,14.8640409379732,46.6077268344816,38.7237702962011,50.8484718296677,42.8971687459853,23.6396781750955,8.47516543231905,8.16129431675654,7.06417798367329,17.2552312251646,7.55332465842366,16.1246599250007,24.4094804883935,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"5",3.1397841420342,1.91801527359008,4.65955059300177,14.1622265789192,47.6414881856181,25.0400285981596,50.7470115087926,14.1208208992612,20.4477075627074,18.4766433667392,2.26610390970018,8.60619651910383,3.96772033977322,4.85845457017422,15.1242093518376,35.4281337163411,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"6",3.64930970524264,2.63838977394177,19.5196067541838,13.2391345861834,34.1564304020721,36.6552754957229,62.9528834298253,22.099958776962,27.0306479511783,15.7993552368134,6.9623670745641,13.5205541477771,2.31493249803316,8.63413371145725,19.5811495988164,44.0046425024047,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"7",2.64705240505759,2.56064155772218,22.6269353921525,9.69230452785268,26.0565669008065,34.7090713400394,76.9080676790327,8.81047466304153,46.720535850618,14.8265329189599,9.57928882981651,18.0868855165318,9.49541456776205,9.97483647242188,10.9583768527955,26.4509976818226,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"8",3.12522882001075,1.87977866874274,1.36510240216739,15.5293258652091,26.4977516140789,25.0064951367676,51.2246695067734,13.3573239005636,69.3625659844838,21.4373913453892,8.93338213651441,0.846684409072623,2.10367129906081,7.51060257852077,17.6321206211578,43.487166648265,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"9",3.04125620717254,2.83727385008194,6.28408085089177,12.3253508796915,50.7773987483233,42.4098382890224,75.4131274484098,24.4098554714583,79.3452692055143,17.4656911566854,9.64084880310111,13.4105372384656,17.3361389802303,5.71055218577385,12.3068801537156,36.8154130177572,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
"10",3.27659670204424,2.11442851918617,24.2578636456747,13.3577748469543,34.9126278050244,32.616913607344,57.3674859758466,9.11763086682186,13.271483767312,21.9631750974804,5.7201633665245,7.35093016421888,6.46784416993614,2.94774199835956,19.4537957408465,30.7809076155536,1,70,1,90,1,90,30,6,50,50,50,9,10,11,75,80,92,90,1,90,99,87,4
