"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
2.10176749964056,3.25448142817048,0.188977458701651,1.29926032911628,2019.58333333333,2019.75,1.02597356335315,1.47397693955022,0.0505547771768077,0.376344394649216,2020.58333333333,2020.75,1.07579393628741,1.78050448862026
