"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
0.606296424177886,0.347557456731389,0.0927374767034047,0.276183639748683,2022.5,2022.75,0.589082628993034,0.336059442532831,0.0555471868507081,0.188114041472834,2020.5,2020.66666666667,0.0172137951848521,0.0114980141985584
