"Base","Base","EDAT","EDAT","ITN","ITN","IRS","IRS","MDA","MDA","VAC","VAC","MSAT","MSAT"
1.90972965966471,3.33817170203051,3.4834420992775,2.55281314331319,3.40419060712766,2.51544545705667,3.36214344152541,2.49565844730734,2.14462339021925,2.14328343820107,2.14378079271002,2.1308135661012,0.737554738619249,0.75819683895791
1.72684890254001,3.239278899381,3.24737920942399,2.23986056890365,2.59761204406896,1.94613478080414,2.46990231663524,1.88922683208996,1.565929833265,1.59031564640874,1.56563287500481,1.58313879636517,0.564422819364319,0.605864625528779
1.83611618595826,3.36480772943412,3.2043480465015,2.29045952370202,2.43619156713099,1.96511623380904,2.08383884819594,1.81942735336956,1.33154058980365,1.46682331168966,1.33238530903965,1.46293680565836,0.545231398864301,0.645790731088599
2.11104340308999,3.45567999233527,3.4054701288727,2.34226772474417,2.77819857451547,2.06022214332366,2.61029154815203,1.98591405674998,1.6636823512201,1.66976687551066,1.66238732264172,1.65990494324914,0.83747615084616,0.875038545070329
2.20207559590072,3.15735616542718,3.2410107413366,2.45740726614016,1.93617484747779,1.90934462746051,1.82792116343812,1.86518057933039,1.17543299798079,1.46392659982512,1.17646095970434,1.4613490662393,0.454624085211046,0.6279548996138
1.73774636833225,3.2930654119293,3.1397841420342,1.91801527359008,2.56902835759783,1.66477441360948,2.09515049541841,1.45867795997848,1.31107708835495,1.24297880542987,1.309702155226,1.2358583551754,0.376662985866602,0.365250915030574
2.20405330183175,3.22724998209939,3.64930970524264,2.63838977394177,3.03042782048236,2.34062795548477,2.57251907235786,2.12459281587066,1.63026833475393,1.7803999227815,1.63165487536201,1.77481982929969,0.356910163367341,0.384097151976436
1.4812539914765,3.01130730720454,2.64705240505759,2.56064155772218,2.58748154947824,2.53509476852733,2.3609451583204,2.43842389675757,1.52886029090421,1.92925174779946,1.53061130023098,1.9258507467147,0.412785923257551,0.546269381735154
1.63013539855393,3.04413512423851,3.12522882001075,1.87977866874274,2.54763188535439,1.61338065633322,2.2599787984676,1.48246517302742,1.40710258384949,1.29967365211172,1.40297149356995,1.28865063288991,0.2550113511708,0.239053771464514
2.01102304757778,3.19361436846383,3.04125620717254,2.83727385008194,2.77839340812546,2.71513949243534,2.72467696807281,2.69032634765465,1.77281544494033,2.18396097438662,1.77494452127887,2.17933691817797,0.611045963991703,0.802704961417137
