"detected_incidence","prevalence","API","bh_max","eta","covEDAT0","covITN0","effITN","covIRS0","effIRS","muC","muA","muU","percfail2018","percfail2019","percfail2020","EDATscale","covEDATi","ITNscale","covITNi","IRSscale","covIRSi","lossd","dm","cmda_1","cmda_2","cmda_3","tm_1","tm_2","tm_3","effv_1","effv_2","effv_3","vh","MSATscale","covMSATi","MSATsensC","MSATsensA","MSATsensU"
2.79656427968831,4.98864777283011,9.84533996577375,15.0069047976285,6.91144332056865,30.568969398737,60.1826555933803,18.5651729349047,61.4686733088456,16.3737046439201,8.81382264231797,16.2125825077528,9.51009836571757,9.27787574566901,11.2154538496397,29.0068891528063,1.98303740052506,90.0612355174962,0.788423169171438,86.6440505720675,0.483730710053351,85.6938206870109,29.0965506713837,5.88127269526012,61.8718344066292,56.3865409512073,50.2755173668265,7.85391839593649,18.4551646127366,14.000126543222,52.0198688283563,82.3654151859228,78.5991660107393,150.743238616269,0.475838540529367,91.9708152348176,91.1402795277536,94.6117145055905,20.1754028324503
2.31057916390386,4.53012465502408,27.51517852908,12.963317304384,57.4662074889056,27.1524795424193,85.8530683349818,5.50337637891062,33.7077362230048,9.34934607706964,4.78456266841386,13.3402870614082,11.3576316932449,9.68571926467121,11.5395839011762,35.3216160228476,2.22119479079265,62.0464402879588,1.12522946298122,79.983245539479,2.06006982049439,82.5648524798453,20.004355693236,4.96246991818771,32.5439695455134,68.8909445516765,69.5935168396682,25.3783196771983,10.9934278982691,7.08893138612621,73.0731808301061,69.9762377678417,78.5296915895306,178.740165564232,2.86184361309279,94.8518028471153,93.5890752007253,76.9225772516802,27.8672648894135
2.64633759479294,3.57521157829869,22.3731959378347,19.3274162849411,12.3540522903204,32.4495731107891,52.6471565384418,37.951454827562,55.0968849426135,9.12585727870464,0.56758673733566,5.78038464591373,10.2120102829067,9.77442256733775,9.95235261507332,15.9024720196612,2.1658857530565,79.1278186754789,1.06412693852326,73.5206564329565,1.4021978789242,86.2745168060064,21.5557967126369,8.41429441678338,44.041712814942,64.4411285407841,47.729460997507,1.67462510080077,20.8657891033217,34.3733291246463,86.6930109262466,64.2407240485772,83.3998595403973,120.881199089345,2.12448524811771,73.7337827379815,90.663003239315,74.050211928552,26.7214491360355
2.68516383079108,4.35426773418833,17.8533093046863,16.0762223461643,23.3635235391557,31.6539157927036,64.0156548842788,30.030004644068,26.325425254181,12.3528779298067,4.62487186049111,14.0534135207999,9.97212377400137,4.59104258567095,11.6365657292772,25.3074530255981,2.22405771113699,76.2410323217046,0.900308194337413,84.5512413606048,2.2914005133207,76.8134192330763,28.3870696567465,6.78737189946696,62.8645502496511,40.6953970715404,55.3700690623373,27.815638190601,3.57362250378355,27.0980167400558,88.5509610921144,60.5474558577407,98.4702310287394,145.005433596671,2.49673307739431,76.8669799424242,98.8153079641052,75.59487362043,4.23707453208044
2.41077116008674,3.60070191283383,10.0567277676892,20.0859145494178,9.75633319583721,36.9877778086811,67.4571914132684,41.7131592088845,73.8743243739009,24.5054882997647,7.36747919674963,9.28547304985113,19.1321293155197,3.77971824817359,13.6308936229907,20.3786750603467,0.977264852030203,94.0822920424398,2.78052949951962,80.7646399317309,0.603002740303054,74.3138038460165,21.2163681699894,10.5249604387209,59.3266905006021,30.0211506895721,48.8632129412144,24.9747965359129,15.7016168832779,32.973646055907,79.5541084371507,67.805900798412,79.1490480159409,139.727980091702,1.56331915862393,86.5324128756765,94.4667073315941,73.6046332621481,25.5592635716312
2.35958378420286,4.58231432084303,3.2047664464917,13.487365480978,15.6261829473078,28.3064438402653,50.4585067089647,12.9989737563301,57.7029269118793,11.523420731537,8.18401382712182,10.3600597188342,13.8338767493842,9.41547156311572,18.0561187255662,43.2849357440136,1.31159323418979,84.1616847575642,1.85535476193763,84.8541555041447,2.63246160751441,78.4886719891801,29.1032534907572,5.82917478494346,44.8840953130275,63.2907816767693,51.8742114771158,3.95688223908655,18.7798903509974,7.02421811618842,78.4449598379433,65.813269194914,97.7862470869441,172.048770624679,1.51729738531867,88.0729371029884,95.0722414930351,73.8990549219307,2.46411973959766
2.76971900575439,4.91729840715107,12.7405562554486,18.167334733298,15.4133342078421,29.1539913788438,77.1840279269964,29.8552151198965,78.1104722293094,13.9779456006363,9.67873376887292,13.9787438518833,3.55411238363013,8.44435509480536,12.8782551530749,27.2277497174218,2.40653102163924,87.7592520904727,1.20597729698056,86.8678140826523,2.73480832495261,70.3814092138782,17.1775515389163,3.29478152072988,65.2647948265076,40.4842093959451,47.5982821639627,15.2489165463485,20.6904339436442,25.957198921591,56.5938652679324,83.7670602079015,84.0352208274417,131.355237341486,0.851920505345333,88.9709115424193,92.4131797580048,80.3760721045546,5.28697401657701
2.44139745118741,3.80808837099576,11.118145795539,22.5543253764044,37.5564686500002,28.7275140080601,88.5950206872076,36.7443196719978,23.4200330427848,24.8755049379542,1.46164347976446,4.62577521987259,8.84589914092794,7.25550798885524,18.981662458973,30.9680553618819,1.0424912784365,87.2888972971123,0.379587935050949,77.2958649555221,1.07319187768735,79.4005864718929,21.0900129738729,10.2308351818938,41.6065019741654,69.3541251774877,64.2346117738634,11.8304290345404,9.29798675747588,11.9720784674864,54.3738198839128,72.9597315774299,96.6814903053455,180.684792953543,0.251065294083674,91.992690541083,93.2984310481697,70.4739290277939,3.02027197065763
2.49941369469457,3.57628677252568,16.9275001513306,18.5053394210991,43.1090085254982,39.6362369414419,72.1492820885032,49.8091688018758,15.1562002720311,23.0171699868515,7.3689692018088,12.2837663424434,18.5268931232858,3.77828438207507,10.8398833023384,17.1303709270433,2.2320155162015,89.143394860439,2.20877938682679,70.4583782050759,2.11958752421197,85.2844938030466,23.3471940422896,6.24647182389162,56.0144999716431,60.5517987534404,36.9464343506843,15.2340698977932,15.8663935055956,22.433952310821,77.7375517506152,61.0238159878645,95.6076177190989,74.8219817643985,2.35694771702401,77.9150596284308,95.8403831697069,91.7529865971301,18.2508522316348
2.61020260997989,4.49416278638328,28.8932921078522,17.1027397108264,58.2159009738825,33.4599159657955,76.5181099995971,41.4592121751048,43.7255571456626,15.9928727988154,6.8250461765565,18.9085601040861,10.1817956404993,4.16511241719127,15.6078086725902,42.8706332179718,0.814307959924918,63.771395891672,1.16496277076658,82.8479524329305,1.8395839354489,75.7265762565657,26.2487282522488,5.01589468447492,57.8717923164368,38.8407399691641,66.3653117232025,33.7586974599399,30.1575765800662,26.1210865827743,70.7987060584128,74.8097188980319,84.0073613517452,176.988420991693,1.60794312990038,93.0548779130913,96.4541892940179,78.6172210692894,9.96582164312713
2.22948990595836,4.06886012185152,23.1467004485894,12.7716400520876,31.269972990267,31.3579355366528,53.3395730704069,18.6967534129508,14.4451065547764,11.2353938026354,7.6800882187672,11.6996718388982,17.6780399869895,2.51321585848927,14.6132091670297,29.7287946729921,2.34121621487429,66.2007259589154,2.16121985623613,83.2624483620748,1.38586648547789,86.6820035828277,20.7700015639421,9.75145545019768,64.744678279385,56.4634603448212,36.4404704608023,4.33623507642187,34.2952946792357,7.52424781979062,60.9742789622396,80.5788991251029,83.9637868285645,100.367433251813,1.47653863986488,83.3486417355016,99.1999429184943,82.9807349294424,22.7097407658584
2.20181565999696,3.54817738630851,20.8747357437387,10.7890372839756,14.8604542342946,40.2457199804485,59.2476405203342,11.3302081543952,27.6918044057675,10.9183785645291,9.81871507200412,15.9748511534417,18.6253794472432,3.9412135258317,17.5864404889289,18.5718519520015,1.23453514970606,94.1849872737657,1.23516017664224,81.0866083716974,0.525128102570307,78.7550604855642,26.0285447887145,7.0003045136109,66.9281408935785,44.2473847512156,66.5656066033989,32.1773006361909,30.0685113226064,8.03507821750827,82.0243553258479,80.7887417846359,76.4523425118532,177.190247210674,2.19611342682038,73.5818975302391,91.5531668323092,90.5593360646162,21.2619828428142
2.52379614350016,3.54535704977788,7.28601778508164,19.8695642768871,49.7283719829284,31.2837454490364,54.5048341620713,49.9506530642975,48.0041733803228,11.7075080610812,5.04015569575131,4.31079150980804,1.07779289095197,6.16567061282694,19.7372614494525,41.4070342783816,1.65424036886543,87.456857097568,2.82166435499676,80.4578565480188,0.507681055401918,73.5116557544097,18.4512746706605,5.92632630304433,53.9410291519016,45.5665803793818,37.4616940319538,19.3290786447469,13.4789105411619,4.34895833255723,54.1561953723431,87.4818555999082,94.2782729372848,72.5886796251871,0.727476576983463,80.8805089024827,91.7614946188405,81.2863615446258,3.23973853862844
2.1235871113598,3.57039224642854,1.65964821912348,14.3858461745549,23.6899118905421,32.9899193253368,57.8701810538769,35.3354058822151,28.3530227188021,17.0889018615708,4.08633106306661,19.6004142578458,2.95653298485558,9.61194819770753,15.913599697873,37.7985160262324,0.858989135478623,67.3290130402893,0.75241293257568,85.4857360757887,0.939549817587249,82.8675731737167,15.9823141212109,2.32346697407775,40.011728880927,55.4012025613338,39.8736140783876,19.1443805189338,31.3008344462141,11.7710814820603,53.8081424217671,69.4040945963934,90.4073508486617,130.037097162567,0.386651925044134,91.1040344962385,92.6995027717203,74.8035902669653,20.8248057090677
2.47590912817945,3.7071255120296,25.0892718406394,16.46374250995,12.0574768166989,33.7155147828162,87.3908855114132,10.4735757224262,79.205736417789,17.7042310824618,3.73675378470216,5.27822869480588,19.9958490880672,8.2732973061502,18.8843558433,27.6816258346662,0.339624004554935,73.8788159296382,0.536894102056976,85.6824199296534,2.81863126181997,81.0658542113379,24.1130841337144,1.51835360471159,38.3274944499135,31.3769833184779,69.2720757517964,35.0192375588231,8.90841942233965,18.9839706374332,80.842319605872,65.247437406797,82.025412136456,193.527636448853,1.10467157547828,80.1772155729122,96.1294326907955,72.0979686814826,25.2731786551885
2.55594632804382,4.44438200518436,8.51276502525434,14.7287246026099,52.97793174861,29.9236372392625,88.639668263495,16.414774103323,9.12697213701904,8.15381272695959,4.20344596414361,10.7965316195041,13.0108940128703,7.76846396736801,17.3126598661765,42.2251698584296,1.9647585254861,66.8618434830569,1.6203056841623,89.5647858548909,1.20802588138031,77.654054989107,21.3591894612182,2.90162669727579,51.6412167623639,31.8595138285309,30.9239890705794,10.6683204255532,6.39032329572365,32.428082436556,55.7801666390151,86.7950834752992,72.719493087614,82.6987527287565,0.256951934483368,78.6663579277229,98.5825438727625,80.4584670509212,12.9717471906915
