"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
0.605598984273679,0.347074253194461,0.0925300385233861,0.27563026413961,2022.58333333333,2022.75,0.595332044021026,0.340218725750995,0.0692141908665232,0.224076268097972,2020.58333333333,2020.75,0.0102669402526526,0.00685552744346629
