"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
0.607247822064979,0.348300794858631,0.093023605066582,0.277015310380348,2022.58333333333,2022.75,0.58931898090527,0.336257588589671,0.0565099163376769,0.191181211095768,2020.58333333333,2020.66666666667,0.0179288411597091,0.01204320626896
