"Off inc","Off prev","Off min.inc","Off min.prev","Off min.inc.t","Off min.prev.t","On inc","On prev","On min.inc","On min.prev","On min.inc.t","On min.prev.t","incidence.red","prevalence.red"
0.607247822064979,0.348300794858631,0.093023605066582,0.277015310380348,2022.58333333333,2022.75,0.595455316171522,0.340266126272713,0.0697698957400914,0.225449382335908,2020.58333333333,2020.75,0.0117925058934575,0.00803466858591723
